nodes 500
source 0
sink 499
arcs 49970
0 499 10
0 0 2
0 1 6
0 5 3
0 12 9
0 17 1
0 23 8
0 25 4
0 28 10
0 29 7
0 31 8
0 36 8
0 39 8
0 47 7
0 60 4
0 66 3
0 68 5
0 70 9
0 97 4
0 99 5
0 100 9
0 103 10
0 105 5
0 117 1
0 121 7
0 129 1
0 130 4
0 131 6
0 132 4
0 135 2
0 136 1
0 139 10
0 141 4
0 146 5
0 149 4
0 152 6
0 156 6
0 166 9
0 169 6
0 170 8
0 174 8
0 186 7
0 216 8
0 218 7
0 221 6
0 234 5
0 236 4
0 237 1
0 238 7
0 239 1
0 240 4
0 244 5
0 245 4
0 252 4
0 263 2
0 265 4
0 268 3
0 269 9
0 270 1
0 275 3
0 277 3
0 278 2
0 289 5
0 290 9
0 299 10
0 301 9
0 319 9
0 332 10
0 335 8
0 349 9
0 352 8
0 353 5
0 360 3
0 361 10
0 362 6
0 364 2
0 387 2
0 396 5
0 397 7
0 404 9
0 408 7
0 410 2
0 416 2
0 418 3
0 419 3
0 421 3
0 426 6
0 428 8
0 429 8
0 440 6
0 448 8
0 469 2
0 471 2
0 472 10
0 475 2
0 476 7
0 479 6
0 481 10
0 483 3
0 490 10
0 491 2
0 492 10
1 27 2
1 30 10
1 33 10
1 36 1
1 38 8
1 48 5
1 51 9
1 52 5
1 53 10
1 61 3
1 63 6
1 72 4
1 83 8
1 90 2
1 95 3
1 97 6
1 120 3
1 128 7
1 140 2
1 143 3
1 151 1
1 154 10
1 156 10
1 165 7
1 175 7
1 179 10
1 195 7
1 203 3
1 204 9
1 206 8
1 208 3
1 213 2
1 215 6
1 217 8
1 218 3
1 220 6
1 229 9
1 231 10
1 241 10
1 242 8
1 247 10
1 248 10
1 255 4
1 259 3
1 262 8
1 266 2
1 267 3
1 271 3
1 272 1
1 274 3
1 284 4
1 301 10
1 311 2
1 315 2
1 318 7
1 324 10
1 333 2
1 337 3
1 338 1
1 345 7
1 347 2
1 348 9
1 368 6
1 370 9
1 376 1
1 378 7
1 401 5
1 408 1
1 412 9
1 416 6
1 429 3
1 438 8
1 440 2
1 443 8
1 444 3
1 450 3
1 460 5
1 461 10
1 463 3
1 481 4
1 490 4
1 491 10
1 499 4
2 14 8
2 17 5
2 29 3
2 31 1
2 33 9
2 39 1
2 45 9
2 48 8
2 69 10
2 73 1
2 78 5
2 79 7
2 85 8
2 86 9
2 89 1
2 94 10
2 98 8
2 100 6
2 105 7
2 112 8
2 119 6
2 120 8
2 123 1
2 137 2
2 138 4
2 140 10
2 149 1
2 151 1
2 156 2
2 158 7
2 159 5
2 162 2
2 170 5
2 175 8
2 177 7
2 180 3
2 185 5
2 186 7
2 199 4
2 200 5
2 202 4
2 208 3
2 212 2
2 217 3
2 226 7
2 231 1
2 246 1
2 247 3
2 248 6
2 249 2
2 252 8
2 253 1
2 258 8
2 265 9
2 273 8
2 280 1
2 283 9
2 285 2
2 290 1
2 296 9
2 299 6
2 305 10
2 310 1
2 317 6
2 321 8
2 331 2
2 335 9
2 344 6
2 347 7
2 350 7
2 362 7
2 370 7
2 374 10
2 378 6
2 381 5
2 388 1
2 389 6
2 396 1
2 403 1
2 407 4
2 408 4
2 409 9
2 412 5
2 413 7
2 420 7
2 425 10
2 426 9
2 439 10
2 441 2
2 444 8
2 449 1
2 450 2
2 454 8
2 469 8
2 476 9
2 492 6
2 495 1
2 497 5
3 14 8
3 18 9
3 20 1
3 26 10
3 30 9
3 35 1
3 36 1
3 39 1
3 43 3
3 52 4
3 59 2
3 73 7
3 76 7
3 80 3
3 82 6
3 83 2
3 89 5
3 113 1
3 122 1
3 125 5
3 128 4
3 135 4
3 136 9
3 146 3
3 147 3
3 150 5
3 151 8
3 156 3
3 157 6
3 158 7
3 165 2
3 183 6
3 195 1
3 199 10
3 206 1
3 211 8
3 219 1
3 227 9
3 228 2
3 231 1
3 244 3
3 245 5
3 246 9
3 248 10
3 253 7
3 263 7
3 276 4
3 278 1
3 301 2
3 310 8
3 314 6
3 320 8
3 327 8
3 330 1
3 336 1
3 338 4
3 343 8
3 346 5
3 347 2
3 348 3
3 352 5
3 353 1
3 354 9
3 367 5
3 373 9
3 376 4
3 378 5
3 390 9
3 392 6
3 402 3
3 405 8
3 409 9
3 418 5
3 423 5
3 424 6
3 425 3
3 431 7
3 433 6
3 442 10
3 446 3
3 455 8
3 461 10
3 470 5
3 471 6
3 473 7
3 476 5
3 480 5
3 486 6
3 490 4
3 493 6
3 496 4
3 498 7
3 499 8
4 2 8
4 7 3
4 9 5
4 10 8
4 12 7
4 18 2
4 25 5
4 27 10
4 29 1
4 33 6
4 34 8
4 42 1
4 47 6
4 49 3
4 53 9
4 55 10
4 56 6
4 63 7
4 69 5
4 72 5
4 77 6
4 79 3
4 88 6
4 89 1
4 96 10
4 98 2
4 100 1
4 109 4
4 110 1
4 116 10
4 125 5
4 132 10
4 133 3
4 134 8
4 136 7
4 139 7
4 153 8
4 157 5
4 161 3
4 171 9
4 172 2
4 174 6
4 175 5
4 179 7
4 180 8
4 181 6
4 191 8
4 195 4
4 208 4
4 223 8
4 227 6
4 230 5
4 234 6
4 238 8
4 241 1
4 250 2
4 263 1
4 272 6
4 285 6
4 287 9
4 288 2
4 293 9
4 299 4
4 300 5
4 302 2
4 308 5
4 310 9
4 311 3
4 318 10
4 326 4
4 329 6
4 335 1
4 341 9
4 345 6
4 348 2
4 352 5
4 355 5
4 364 4
4 366 1
4 369 9
4 377 4
4 378 9
4 379 10
4 385 6
4 391 9
4 393 9
4 396 3
4 398 7
4 400 10
4 409 5
4 418 8
4 420 2
4 424 2
4 434 5
4 437 10
4 450 10
4 457 4
4 458 8
4 463 5
4 469 4
4 472 4
4 473 3
4 478 10
4 487 3
4 492 6
4 498 5
5 5 4
5 7 3
5 10 1
5 12 2
5 15 1
5 21 2
5 22 4
5 27 3
5 30 5
5 39 7
5 49 8
5 51 1
5 65 6
5 69 5
5 75 2
5 76 5
5 77 6
5 85 4
5 86 8
5 89 9
5 90 10
5 94 6
5 117 5
5 121 7
5 127 5
5 131 7
5 134 6
5 137 10
5 151 1
5 153 10
5 155 7
5 159 8
5 161 10
5 162 5
5 165 9
5 166 8
5 168 1
5 175 7
5 187 7
5 188 7
5 189 1
5 192 8
5 194 8
5 197 1
5 201 5
5 206 2
