nodes 1200
source 0
sink 1199
arcs 144134
0 1199 10
0 13 9
0 32 1
0 36 10
0 40 3
0 51 8
0 54 3
0 71 1
0 72 6
0 79 4
0 100 2
0 116 9
0 117 6
0 122 1
0 133 7
0 155 2
0 158 2
0 171 8
0 181 8
0 188 2
0 191 5
0 195 5
0 203 7
0 213 5
0 223 1
0 228 6
0 242 2
0 251 1
0 264 1
0 271 7
0 284 4
0 285 1
0 295 6
0 300 7
0 309 6
0 335 4
0 346 2
0 363 6
0 367 7
0 384 8
0 401 9
0 407 6
0 425 7
0 428 6
0 439 10
0 447 2
0 450 10
0 467 2
0 477 1
0 480 7
0 492 8
0 499 2
0 521 4
0 534 8
0 545 10
0 547 4
0 549 4
0 557 8
0 558 7
0 560 10
0 566 10
0 604 8
0 618 1
0 620 10
0 625 10
0 634 5
0 645 8
0 664 3
0 667 6
0 672 5
0 673 1
0 675 5
0 677 6
0 680 4
0 684 2
0 685 5
0 689 5
0 718 10
0 723 5
0 732 2
0 735 9
0 737 7
0 739 3
0 742 6
0 750 1
0 754 10
0 773 5
0 803 8
0 819 6
0 834 7
0 837 10
0 838 4
0 856 4
0 870 2
0 887 5
0 898 4
0 918 6
0 946 4
0 954 4
0 961 9
0 973 10
0 979 9
0 989 7
0 998 7
0 1020 8
0 1024 1
0 1027 1
0 1030 7
0 1035 8
0 1036 8
0 1051 6
0 1061 10
0 1072 3
0 1094 9
0 1127 4
0 1135 2
0 1139 4
0 1140 7
0 1142 2
0 1177 7
0 1187 10
1 5 9
1 10 4
1 11 8
1 12 6
1 15 7
1 24 10
1 30 9
1 34 9
1 61 7
1 68 9
1 76 5
1 91 9
1 95 3
1 99 10
1 104 8
1 119 6
1 123 10
1 127 2
1 131 5
1 136 7
1 137 6
1 139 10
1 147 5
1 160 8
1 163 10
1 201 1
1 208 6
1 235 2
1 261 10
1 275 7
1 281 2
1 293 9
1 304 6
1 309 5
1 323 9
1 337 8
1 338 9
1 353 6
1 363 4
1 372 1
1 377 9
1 387 4
1 390 4
1 391 2
1 394 3
1 397 8
1 400 2
1 405 8
1 407 5
1 411 5
1 422 2
1 431 8
1 437 1
1 463 4
1 466 5
1 471 5
1 483 8
1 485 2
1 505 10
1 529 9
1 532 3
1 533 5
1 540 8
1 541 6
1 558 6
1 567 6
1 578 4
1 585 3
1 590 6
1 604 2
1 607 4
1 613 3
1 686 4
1 690 9
1 700 7
1 706 4
1 707 7
1 713 2
1 735 3
1 756 8
1 761 5
1 762 5
1 766 7
1 768 4
1 772 1
1 780 10
1 805 5
1 820 10
1 828 7
1 836 3
1 851 9
1 856 1
1 868 10
1 896 6
1 906 6
1 932 3
1 936 8
1 942 2
1 950 2
1 951 6
1 954 2
1 991 4
1 994 5
