nodes 1500
source 0
sink 1499
arcs 226002
0 1499 10
0 27 10
0 28 6
0 38 2
0 44 10
0 47 7
0 49 2
0 50 2
0 52 1
0 53 6
0 65 8
0 70 10
0 89 8
0 98 8
0 103 1
0 105 4
0 119 8
0 147 4
0 199 4
0 205 10
0 215 7
0 216 8
0 233 2
0 235 9
0 251 4
0 270 1
0 284 5
0 301 6
0 310 1
0 311 10
0 312 6
0 333 3
0 335 8
0 346 3
0 349 2
0 351 4
0 377 3
0 432 9
0 438 6
0 440 7
0 444 5
0 447 7
0 448 9
0 474 6
0 486 2
0 487 2
0 497 4
0 524 5
0 537 2
0 539 6
0 564 6
0 576 3
0 581 3
0 620 6
0 624 1
0 632 2
0 640 2
0 642 1
0 664 10
0 667 10
0 668 10
0 680 4
0 688 5
0 697 10
0 708 2
0 724 3
0 729 6
0 744 9
0 762 10
0 769 2
0 784 6
0 791 9
0 797 8
0 815 5
0 820 3
0 823 7
0 828 2
0 836 8
0 845 9
0 849 9
0 854 2
0 865 9
0 918 7
0 937 7
0 938 1
0 945 1
0 960 5
0 964 5
0 965 5
0 975 5
0 996 7
0 1007 6
0 1030 1
0 1043 7
0 1045 4
0 1051 2
0 1052 5
0 1054 5
0 1058 9
0 1086 8
0 1095 2
0 1100 1
0 1112 10
0 1115 4
0 1118 8
0 1119 5
0 1120 2
0 1136 5
0 1167 10
0 1169 7
0 1193 4
0 1204 10
0 1222 1
0 1252 7
0 1258 7
0 1266 10
0 1270 4
0 1272 6
0 1281 9
0 1291 5
0 1315 9
0 1331 4
0 1332 6
0 1336 10
0 1344 9
0 1347 2
0 1349 6
0 1351 5
0 1367 10
0 1398 5
0 1418 5
0 1421 2
0 1425 5
0 1426 7
0 1434 1
0 1449 6
0 1457 3
0 1472 3
0 1488 4
1 7 2
1 15 10
1 18 2
1 53 5
1 58 5
1 65 2
1 72 8
1 90 6
1 97 6
1 112 5
1 125 3
1 126 5
1 133 9
1 134 3
1 136 7
1 150 4
1 155 6
1 196 6
1 207 8
1 210 5
1 214 7
1 231 1
1 250 7
1 276 2
1 305 5
1 307 7
1 348 10
1 355 3
1 364 1
1 366 9
1 390 7
1 397 1
1 409 8
1 443 6
1 458 4
1 481 1
1 493 9
1 497 3
1 499 2
1 502 9
1 510 10
1 513 7
1 519 10
1 531 5
1 547 9
1 557 3
1 566 7
1 568 5
1 609 7
1 610 9
1 612 3
1 628 10
1 643 4
1 653 10
1 655 6
1 665 7
1 671 6
1 673 7
1 678 6
1 683 8
1 685 2
1 689 10
1 690 3
1 691 1
1 693 8
1 702 8
1 705 10
1 741 10
1 743 8
1 759 10
1 800 2
1 816 7
1 823 4
1 825 10
1 834 8
1 853 3
1 892 6
1 900 2
1 907 7
1 910 2
1 915 5
1 916 7
1 964 4
1 978 9
1 985 4
1 1009 7
1 1021 6
1 1027 7
1 1038 5
1 1043 2
1 1067 5
1 1074 8
1 1078 10
1 1079 1
1 1094 10
1 1095 1
1 1114 6
1 1117 4
1 1144 1
1 1160 2
1 1163 2
1 1171 1
1 1176 8
1 1182 4
1 1185 1
1 1187 5
1 1188 6
1 1198 7
1 1234 3
1 1243 2
1 1244 7
1 1247 2
1 1281 2
1 1289 8
1 1313 1
1 1317 9
1 1323 9
1 1338 8
1 1346 3
1 1351 1
1 1371 2
1 1397 9
1 1402 4
1 1407 4
1 1428 3
1 1430 6
1 1431 5
1 1435 4
1 1439 5
1 1444 5
1 1445 8
1 1460 1
1 1487 8
1 1490 8
2 16 4
2 22 1
2 23 1
2 24 8
2 35 2
2 40 7
2 62 7
2 64 4
2 115 4
2 122 3
2 133 3
2 135 10
2 136 9
2 137 2
2 138 7
2 145 6
2 150 9
2 151 10
2 154 7
2 168 1
2 180 3
2 209 1
2 220 1
2 223 10
2 235 4
2 269 7
2 283 2
2 289 8
2 296 9
2 298 8
2 301 10
2 313 5
2 316 2
2 320 10
2 334 1
2 336 2
2 342 10
2 346 4
2 347 2
2 366 1
2 367 9
2 368 6
2 390 8
2 391 9
2 396 8
2 415 5
2 427 10
2 430 7
2 449 6
2 460 5
2 464 7
2 478 9
2 490 7
2 491 8
2 492 7
2 504 2
2 508 4
2 520 4
2 533 9
2 582 8
2 583 6
2 584 6
2 587 8
2 607 2
2 619 6
2 656 8
2 660 1
2 677 10
2 701 1
2 707 1
2 712 7
2 720 10
2 731 8
2 748 3
2 754 3
2 761 8
2 785 10
2 791 9
2 793 1
2 822 8
2 825 7
2 833 8
2 837 2
2 851 5
2 852 9
2 856 3
2 859 9
2 863 4
2 872 5
2 873 3
2 885 6
2 887 1
2 895 5
2 904 2
2 905 9
2 912 3
2 913 9
2 921 5
2 924 1
2 934 3
2 938 1
2 943 10
2 951 1
2 956 8
2 957 9
2 972 4
2 977 4
2 982 10
2 997 5
2 1026 5
2 1028 2
2 1040 2
2 1042 3
2 1049 9
2 1051 6
2 1072 10
2 1103 1
2 1111 6
2 1118 8
2 1165 7
2 1173 1
2 1182 7
2 1206 7
2 1224 5
2 1243 4
2 1263 7
2 1277 4
2 1281 4
2 1317 9
2 1320 4
2 1326 10
2 1332 1
2 1341 10
2 1342 9
2 1360 1
2 1362 8
2 1369 9
2 1372 9
2 1395 6
2 1398 2
2 1418 6
2 1419 5
2 1421 5
2 1427 3
2 1448 2
2 1470 1
2 1489 5
2 1490 8
3 1 6
3 33 1
3 63 2
3 79 3
3 80 9
3 97 10
3 102 8
3 128 5
3 139 4
3 166 9
3 171 6
3 193 5
3 206 9
3 210 5
3 215 6
3 220 4
3 221 4
3 242 10
3 243 4
3 248 1
3 250 8
3 253 8
3 261 1
3 280 7
3 285 9
3 293 8
3 296 10
3 306 6
3 314 3
3 318 1
3 330 10
3 332 10
3 356 9
3 363 10
3 364 2
3 376 9
3 402 9
3 417 5
3 422 4
3 434 1
3 476 8
3 489 3
3 495 4
3 498 2
3 508 9
3 528 10
3 539 1
3 543 6
3 557 5
3 580 5
3 599 2
3 602 9
3 607 8
3 608 10
3 617 7
3 621 10
3 623 8
3 630 8
3 639 7
3 651 10
3 670 1
3 671 4
3 684 10
3 700 6
3 701 4
3 730 1
3 738 2
3 751 4
3 756 10
3 766 3
3 767 1
3 784 9
3 785 1
3 786 3
3 798 6
3 807 10
3 815 5
3 833 8
3 840 10
3 854 8
3 865 4
3 868 3
3 871 7
3 889 9
3 918 7
3 921 9
3 922 1
3 941 10
3 961 5
3 978 9
3 993 1
3 1013 6
3 1019 9
3 1021 6
3 1032 6
3 1033 1
3 1036 4
3 1041 5
3 1046 8
3 1052 3
3 1058 1
3 1068 8
3 1079 6
3 1087 1
3 1095 10
3 1109 7
3 1127 1
3 1139 10
3 1143 7
3 1145 7
3 1163 6
3 1175 10
3 1177 4
3 1179 6
3 1182 7
3 1189 6
3 1197 9
3 1207 3
3 1217 5
3 1219 6
3 1228 6
3 1239 1
3 1245 8
3 1253 9
3 1257 8
3 1258 2
3 1260 5
3 1261 3
3 1262 4
3 1265 4
3 1268 4
3 1285 1
3 1294 10
3 1306 1
3 1307 3
3 1313 8
3 1320 1
3 1327 4
3 1329 5
3 1336 9
3 1350 10
3 1363 8
3 1374 5
3 1385 8
3 1394 5
3 1400 8
3 1423 9
3 1437 6
3 1466 4
3 1474 4
3 1477 8
3 1479 2
3 1492 3
4 6 4
4 10 7
4 14 5
4 16 3
4 24 6
4 25 10
4 59 9
4 68 8
4 85 6
4 87 2
4 100 7
4 130 7
4 143 7
4 144 5
4 155 2
4 156 6
4 176 2
4 178 2
4 229 7
4 244 2
4 252 8
4 253 5
4 258 1
4 277 2
4 279 9
4 288 1
4 290 2
4 308 5
4 331 4
4 341 1
4 346 8
4 351 9
4 352 9
4 360 6
4 361 6
4 375 9
4 386 4
4 396 3
4 410 2
4 414 7
4 430 8
4 434 9
4 459 3
4 461 6
4 467 1
4 480 8
4 491 4
4 510 3
4 521 6
4 524 2
4 525 7
4 527 1
4 543 1
4 553 7
4 564 6
4 601 10
4 618 2
4 642 3
4 672 4
4 675 2
4 680 6
4 686 3
4 696 7
4 697 5
4 703 5
4 717 8
4 729 7
4 732 7
4 736 8
4 746 4
4 757 3
4 786 6
4 790 4
4 794 8
4 804 6
4 826 2
4 845 3
4 849 4
4 859 3
4 860 7
4 866 6
4 869 7
4 870 9
4 875 9
4 887 7
4 890 2
4 899 2
4 900 10
4 950 9
4 972 10
4 1008 10
4 1020 3
4 1035 10
4 1044 4
4 1047 4
4 1050 6
4 1051 1
4 1062 10
4 1072 1
4 1083 1
4 1090 9
4 1113 8
4 1114 2
4 1115 10
4 1125 4
4 1130 5
4 1140 1
4 1146 4
4 1163 10
4 1164 5
4 1169 7
4 1170 6
4 1171 10
4 1182 7
4 1193 2
4 1201 3
4 1223 3
4 1234 4
4 1237 3
4 1248 1
4 1271 5
4 1276 3
4 1287 2
4 1292 4
4 1296 1
4 1329 3
4 1345 2
4 1355 9
4 1356 8
4 1360 8
4 1376 8
4 1377 10
4 1398 8
4 1440 4
4 1441 3
4 1449 7
4 1453 5
4 1454 7
4 1466 10
4 1474 7
4 1480 1
4 1489 7
4 1492 10
5 9 8
5 29 10
5 30 8
5 33 4
5 38 9
5 40 5
5 52 8
5 70 9
5 122 1
5 127 7
5 132 6
5 136 9
5 140 9
5 143 9
5 158 3
5 161 2
5 165 2
5 179 5
5 198 6
5 206 5
5 208 9
5 250 9
5 271 9
5 293 10
5 298 2
5 312 1
5 335 2
5 336 3
5 347 8
5 387 7
5 400 4
5 423 6
5 439 2
5 453 6
5 470 5
5 489 8
5 503 4
5 504 3
5 510 4
5 514 10
5 519 4
5 521 10
5 524 5
5 526 2
5 529 1
5 545 5
5 546 6
5 572 4
5 589 9
5 594 1
5 599 9
5 606 10
5 607 5
5 625 2
5 629 5
5 642 4
5 665 7
5 680 1
5 682 5
5 689 7
5 692 9
5 693 6
5 698 9
5 700 3
5 702 4
5 704 7
5 706 2
5 712 3
5 719 8
5 725 1
5 736 4
5 741 6
5 742 10
5 754 10
5 763 7
5 770 6
5 771 2
5 777 8
5 780 1
5 787 4
5 796 4
5 799 5
5 801 10
5 807 4
5 818 7
5 835 5
5 860 5
5 862 4
5 863 6
5 868 8
5 870 5
5 874 5
5 875 4
5 878 5
5 888 4
5 890 5
5 903 8
5 905 1
5 915 1
5 919 2
5 920 1
5 928 2
5 954 4
5 956 1
5 959 5
5 961 9
5 986 5
5 996 5
5 1003 5
5 1007 3
5 1011 7
5 1036 1
5 1055 1
5 1056 3
5 1057 5
5 1058 3
5 1061 5
5 1067 9
5 1070 5
5 1080 10
5 1084 8
5 1108 7
5 1125 2
5 1126 4
5 1129 6
5 1159 3
5 1181 5
5 1187 7
5 1193 4
5 1201 3
5 1207 7
5 1211 9
5 1212 2
5 1218 2
5 1221 5
5 1224 7
5 1231 8
5 1241 3
5 1269 6
5 1270 3
5 1276 1
5 1279 9
5 1296 9
5 1307 10
5 1312 6
5 1318 7
5 1321 6
5 1326 5
5 1335 5
5 1357 1
5 1359 4
5 1368 3
5 1389 9
5 1415 1
5 1416 1
5 1429 8
5 1477 1
5 1488 6
6 8 3
6 12 4
6 13 4
6 16 5
6 39 2
6 43 7
6 50 8
6 51 2
6 59 9
6 60 5
6 98 9
6 102 3
6 106 7
6 120 7
6 121 7
6 128 3
6 134 10
6 144 2
6 156 3
6 166 4
6 170 4
6 180 8
6 192 3
6 195 5
6 210 8
6 213 1
6 219 1
6 222 5
6 224 10
6 241 3
6 242 9
6 264 8
6 297 1
6 323 6
6 327 5
6 328 5
6 331 8
6 362 6
6 366 1
6 402 10
6 411 9
6 422 5
6 431 4
6 441 5
6 470 1
6 471 8
6 474 6
6 475 3
6 492 4
6 513 6
6 515 4
6 516 4
6 522 5
6 532 1
6 545 10
6 551 10
6 552 5
6 574 7
6 582 3
6 600 5
6 601 3
6 604 6
6 605 10
6 613 2
6 618 5
6 624 8
6 647 6
6 657 8
6 663 10
6 685 2
6 714 3
6 715 6
6 721 9
6 723 7
6 728 9
6 734 1
6 743 8
6 754 3
6 771 9
6 776 7
6 778 6
6 786 10
6 790 9
6 808 6
6 826 6
6 837 10
6 850 1
6 858 3
6 863 10
6 864 5
6 865 10
6 882 7
6 885 4
6 890 6
6 892 3
6 893 1
6 898 10
6 899 7
6 905 9
6 918 6
6 945 6
6 946 2
6 955 8
6 978 8
6 987 8
6 988 6
6 996 1
6 1003 2
6 1009 8
6 1012 6
6 1024 8
6 1025 5
6 1029 8
6 1052 10
6 1071 8
6 1082 1
6 1095 2
6 1107 9
6 1120 3
6 1123 3
6 1127 8
6 1131 7
6 1142 7
6 1168 10
6 1171 7
6 1184 10
6 1187 4
6 1192 4
6 1204 3
6 1225 1
6 1228 9
6 1234 9
6 1243 10
6 1247 10
6 1253 4
6 1254 9
6 1259 1
6 1270 8
6 1281 2
6 1289 6
6 1291 7
6 1292 7
6 1297 1
6 1304 10
6 1327 1
6 1331 6
6 1333 3
6 1335 7
6 1356 6
6 1366 1
6 1368 6
6 1372 3
6 1385 3
6 1386 1
6 1391 10
6 1395 4
6 1405 1
6 1406 9
6 1410 2
6 1427 2
6 1437 5
6 1443 6
6 1447 6
6 1449 1
6 1453 8
6 1459 4
6 1472 7
6 1478 8
6 1481 10
6 1499 1
7 23 10
7 34 8
7 40 8
7 50 8
7 55 9
7 65 7
7 81 7
7 84 4
7 86 2
7 95 7
7 96 9
7 101 8
7 111 8
7 164 10
7 166 3
7 172 4
7 206 10
7 211 8
7 220 5
7 242 2
7 244 3
7 261 5
7 265 10
7 266 10
7 292 5
7 295 10
7 312 1
7 320 7
7 328 4
7 332 6
7 354 1
7 361 5
7 367 5
7 369 8
7 373 6
7 379 3
7 385 5
7 390 4
7 391 1
7 404 3
7 405 1
7 412 7
7 413 6
7 419 5
7 452 6
7 453 7
7 457 5
7 458 6
7 471 9
7 479 3
7 483 8
7 507 2
7 513 6
7 530 1
7 534 6
7 557 10
7 578 1
7 584 2
7 595 7
7 601 3
7 609 1
7 618 3
7 630 4
7 645 7
7 647 7
7 651 10
7 654 6
7 662 5
7 673 6
7 683 6
7 684 6
7 688 9
7 697 6
7 703 7
7 708 6
7 719 9
7 733 7
7 739 4
7 744 8
7 767 10
7 796 5
7 799 1
7 820 4
7 825 1
7 833 3
7 840 1
7 848 2
7 851 10
7 872 1
7 879 8
7 885 5
7 916 5
7 929 10
7 934 5
7 937 5
7 942 6
7 952 10
7 956 7
7 957 6
7 959 3
7 980 7
7 991 3
7 1002 2
7 1006 2
7 1015 2
7 1049 8
7 1051 3
7 1064 5
7 1065 6
7 1068 2
7 1072 4
7 1073 8
7 1075 9
7 1084 5
7 1092 9
7 1096 8
7 1097 4
7 1118 3
7 1130 6
7 1160 8
7 1198 6
7 1199 8
7 1200 4
7 1201 10
7 1211 9
7 1213 5
7 1215 5
7 1227 10
7 1230 8
7 1244 2
7 1248 7
7 1251 10
7 1257 7
7 1269 7
7 1275 2
7 1302 7
7 1313 2
7 1329 7
7 1343 2
7 1352 9
7 1355 3
7 1366 8
7 1376 3
7 1397 7
7 1405 10
7 1412 5
7 1413 6
7 1426 9
7 1441 10
7 1446 1
7 1453 3
7 1464 5
7 1485 7
7 1486 8
7 1498 8
8 14 2
8 27 7
8 79 5
8 89 9
8 102 4
8 113 9
8 122 4
8 127 3
8 133 8
8 134 6
8 142 7
8 145 2
8 149 3
8 152 6
8 155 4
8 187 3
8 194 8
8 204 9
8 222 9
8 233 9
8 236 3
8 248 4
8 253 2
8 254 7
8 255 3
8 275 2
8 278 4
8 288 4
8 294 5
8 295 6
8 315 7
8 318 9
8 323 8
8 324 4
8 327 8
8 347 8
8 360 7
8 381 10
8 385 3
8 391 7
8 399 4
8 401 7
8 437 1
8 439 8
8 449 3
8 452 3
8 454 2
8 465 1
8 468 3
8 476 10
8 494 3
8 512 6
8 519 4
8 536 1
8 539 4
8 542 1
8 552 3
8 569 7
8 580 10
8 595 6
8 602 1
8 613 8
8 618 2
8 621 9
8 644 4
8 650 10
8 652 3
8 666 3
8 698 10
8 700 1
8 708 2
8 716 10
8 733 10
8 764 8
8 767 6
8 770 9
8 771 10
8 786 1
8 787 9
8 812 10
8 830 1
8 834 9
8 843 6
8 844 7
8 866 6
8 871 8
8 876 1
8 878 3
8 899 7
8 905 6
8 914 3
8 916 10
8 918 9
8 920 1
8 921 6
8 924 3
8 929 4
8 930 9
8 940 1
8 962 8
8 981 8
8 993 7
8 1011 2
8 1028 1
8 1030 10
8 1035 3
8 1044 5
8 1047 5
8 1048 9
8 1059 3
8 1061 1
8 1068 6
8 1073 6
8 1078 1
8 1084 7
8 1090 9
8 1097 7
8 1100 3
8 1121 2
8 1129 8
8 1133 1
8 1141 8
8 1142 5
8 1151 5
8 1164 3
8 1194 7
8 1215 6
8 1224 10
8 1237 5
8 1240 4
8 1244 9
8 1245 8
8 1270 4
8 1271 1
8 1273 7
8 1282 10
8 1285 3
8 1291 4
8 1304 2
8 1317 10
8 1335 2
8 1346 1
8 1347 5
8 1362 3
8 1367 6
8 1369 7
8 1372 10
8 1381 10
8 1388 5
8 1390 5
8 1392 5
8 1398 5
8 1412 2
8 1413 2
8 1421 8
8 1435 10
8 1437 6
8 1460 1
8 1462 2
8 1469 10
8 1473 7
8 1486 10
8 1499 4
9 8 6
9 11 6
9 29 9
9 38 9
9 42 1
9 50 4
9 104 8
9 114 9
9 118 8
9 120 10
9 125 10
9 138 8
9 139 5
9 147 10
9 164 6
9 173 3
9 180 1
9 188 1
9 192 9
9 200 2
9 207 4
9 218 3
9 234 5
9 265 7
9 270 5
9 272 6
9 285 5
9 297 10
9 313 6
9 328 2
9 331 5
9 339 6
9 346 8
9 357 2
9 377 3
9 391 8
9 394 8
9 397 1
9 414 5
9 418 4
9 444 5
9 448 9
9 451 3
9 455 4
9 456 9
9 457 8
9 467 2
9 469 9
9 475 1
9 480 6
9 483 6
9 496 8
9 497 5
9 503 9
9 508 8
9 518 8
9 544 2
9 567 4
