nodes 1400
source 0
sink 1399
arcs 195983
0 1399 10
0 2 7
0 33 3
0 46 4
0 56 10
0 62 6
0 77 7
0 78 2
0 83 10
0 102 8
0 122 8
0 142 6
0 145 6
0 167 8
0 174 5
0 187 7
0 200 10
0 238 7
0 256 10
0 270 9
0 274 2
0 280 4
0 295 4
0 299 3
0 302 6
0 310 3
0 311 1
0 313 3
0 316 1
0 317 6
0 319 3
0 320 1
0 325 5
0 328 2
0 345 6
0 358 3
0 403 3
0 416 7
0 426 5
0 429 8
0 433 7
0 438 9
0 440 10
0 452 3
0 459 7
0 479 4
0 502 3
0 505 5
0 513 1
0 527 5
0 535 6
0 541 10
0 576 10
0 591 4
0 630 5
0 636 3
0 637 9
0 639 9
0 642 7
0 649 8
0 662 5
0 663 9
0 669 1
0 672 8
0 679 1
0 681 4
0 683 9
0 700 3
0 716 10
0 736 7
0 742 4
0 745 3
0 756 6
0 760 7
0 771 8
0 773 8
0 785 6
0 786 9
0 789 4
0 812 4
0 841 3
0 856 4
0 866 4
0 876 9
0 898 5
0 908 4
0 947 8
0 955 4
0 962 10
0 972 10
0 975 4
0 984 9
0 995 8
0 997 6
0 1004 5
0 1008 4
0 1020 10
0 1038 7
0 1041 10
0 1044 6
0 1053 1
0 1070 9
0 1074 9
0 1092 4
0 1101 9
0 1120 6
0 1123 1
0 1124 6
0 1127 4
0 1143 5
0 1148 9
0 1151 9
0 1155 6
0 1171 3
0 1198 7
0 1203 8
0 1226 2
0 1251 3
0 1259 6
0 1277 10
0 1302 3
0 1326 10
0 1328 8
0 1364 2
0 1375 7
0 1387 6
0 1395 7
1 13 9
1 19 8
1 38 4
1 45 10
1 65 10
1 85 5
1 96 1
1 98 1
1 122 2
1 129 6
1 141 3
1 150 8
1 157 7
1 171 10
1 185 7
1 187 1
1 194 7
1 195 3
1 201 3
1 206 2
1 207 5
1 215 7
1 222 9
1 233 5
1 257 5
1 272 7
1 273 9
1 281 4
1 283 3
1 294 7
1 296 2
1 310 9
1 326 9
1 333 10
1 340 7
1 354 7
1 376 4
1 385 7
1 398 9
1 405 2
1 422 9
1 425 2
1 430 7
1 438 4
1 446 2
1 450 8
1 453 9
1 488 1
1 493 4
1 494 4
1 515 4
1 529 10
1 536 5
1 538 7
1 540 4
1 542 1
1 569 4
1 587 6
1 589 9
1 598 7
1 601 10
1 614 1
1 616 9
1 627 1
1 644 2
1 648 4
1 649 7
1 661 5
1 663 5
1 664 1
1 680 6
1 693 2
1 696 5
1 698 3
1 699 10
1 706 5
1 736 5
1 742 7
1 747 10
1 758 6
1 761 5
1 768 5
1 769 7
1 775 7
1 785 6
1 797 2
1 798 6
1 801 4
1 803 1
1 804 8
1 814 5
1 819 9
1 821 2
1 827 8
1 846 6
1 857 5
1 887 8
1 888 8
1 895 4
1 909 8
1 912 6
1 930 10
1 932 6
1 954 10
1 960 7
1 964 4
1 1009 8
1 1011 4
1 1020 9
1 1053 10
1 1059 4
1 1061 7
1 1075 2
1 1087 9
1 1092 1
1 1130 9
1 1141 8
1 1151 2
1 1165 7
1 1173 4
1 1180 7
1 1192 9
1 1193 4
1 1194 6
1 1242 9
1 1255 7
1 1269 9
1 1296 4
1 1298 7
1 1307 9
1 1316 10
1 1345 5
1 1377 2
1 1384 8
1 1390 8
2 10 8
2 23 8
2 50 10
2 69 10
2 77 2
2 82 6
2 93 5
2 107 7
2 109 2
2 110 6
2 136 8
2 142 5
2 146 3
2 153 4
2 169 8
2 194 6
2 199 3
2 202 5
2 212 1
2 218 7
2 221 3
2 222 1
2 239 6
2 241 2
2 261 3
2 281 6
2 300 2
2 304 9
2 315 3
2 334 9
2 336 7
2 338 4
2 339 5
2 340 9
2 341 9
2 344 6
2 356 8
2 358 10
2 379 8
2 394 2
2 402 2
2 405 6
2 408 7
2 417 6
2 421 3
2 438 10
2 451 10
2 475 4
2 481 9
2 498 8
2 500 6
2 504 3
2 511 7
2 513 4
2 516 9
2 517 5
2 524 4
2 544 7
2 549 2
2 558 9
2 566 4
2 576 6
2 587 6
2 607 1
2 610 5
2 638 10
2 643 8
2 644 7
2 646 4
2 657 8
2 662 2
2 673 7
2 685 6
2 701 3
2 728 2
2 733 3
2 741 4
2 755 10
2 759 6
2 770 9
2 793 10
2 803 7
2 804 9
2 809 1
2 811 3
2 812 4
2 813 8
2 828 6
2 829 6
2 834 5
2 848 6
2 851 8
2 853 7
2 854 1
2 869 9
2 872 10
2 873 1
2 875 6
2 878 8
2 881 8
2 885 4
2 915 6
2 918 6
2 919 4
2 923 9
2 946 10
2 950 1
2 956 8
2 963 1
2 973 5
2 981 10
2 987 6
2 1009 5
2 1011 6
2 1041 9
2 1057 4
2 1065 9
2 1071 1
2 1072 1
2 1073 9
2 1075 1
2 1086 2
2 1110 1
2 1112 7
2 1118 2
2 1130 4
2 1133 10
2 1152 4
2 1155 8
2 1166 10
2 1179 10
2 1186 5
2 1188 2
2 1206 1
2 1207 1
2 1212 1
2 1221 7
2 1241 3
2 1250 3
2 1254 4
2 1261 6
2 1278 7
2 1330 4
2 1359 5
2 1363 8
2 1369 1
2 1377 8
2 1381 10
3 36 10
3 38 8
3 41 10
3 46 6
3 47 4
3 59 2
3 65 9
3 77 8
3 83 4
3 91 5
3 92 7
3 94 2
3 108 7
3 115 8
3 139 1
3 141 8
3 155 8
3 156 10
3 178 4
3 183 4
3 191 7
3 192 6
3 200 8
3 212 7
3 221 6
3 223 2
3 231 1
3 254 3
3 263 6
3 269 2
3 277 1
3 283 1
3 288 8
3 290 3
3 294 2
3 298 3
3 304 5
3 306 8
3 313 5
3 322 9
3 327 2
3 335 5
3 349 7
3 363 6
3 369 5
3 392 8
3 399 9
3 423 3
3 433 5
3 438 2
3 439 1
3 444 10
3 471 1
3 476 1
3 497 3
3 499 6
3 512 7
3 513 8
3 539 3
3 540 10
3 542 5
3 546 10
3 555 2
3 556 1
3 579 6
3 600 7
3 603 7
3 630 3
3 640 8
3 647 8
3 658 4
3 689 2
3 698 5
3 742 9
3 752 7
3 754 6
3 755 1
3 776 6
3 779 1
3 780 10
3 785 2
3 790 9
3 796 3
3 798 3
3 802 4
3 808 9
3 816 6
3 817 5
3 829 9
3 830 3
3 841 4
3 842 6
3 859 8
3 881 9
