nodes 200
source 0
sink 199
arcs 11844
0 199 10
0 2 3
0 4 3
0 5 5
0 13 6
0 14 1
0 15 4
0 20 4
0 21 8
0 22 2
0 23 9
0 24 1
0 27 1
0 28 3
0 29 10
0 31 2
0 32 10
0 33 6
0 36 3
0 44 3
0 46 4
0 47 6
0 51 7
0 54 2
0 61 5
0 63 6
0 70 2
0 76 2
0 77 2
0 79 5
0 80 1
0 83 7
0 90 7
0 99 6
0 100 3
0 101 9
0 104 7
0 105 2
0 109 5
0 112 7
0 113 5
0 119 10
0 121 8
0 127 5
0 128 2
0 131 4
0 135 5
0 136 1
0 137 4
0 141 1
0 145 1
0 150 3
0 154 5
0 155 1
0 157 2
0 160 10
0 164 5
0 165 8
0 167 2
0 168 1
0 178 8
0 179 10
0 185 4
0 194 5
0 198 2
1 3 10
1 4 7
1 5 5
1 6 1
1 10 1
1 11 4
1 16 4
1 18 5
1 19 2
1 21 6
1 28 8
1 36 2
1 37 8
1 46 4
1 47 8
1 49 4
1 50 2
1 52 7
1 53 6
1 55 10
1 56 4
1 63 8
1 65 8
1 68 8
1 71 2
1 74 1
1 79 4
1 82 8
1 86 9
1 87 10
1 89 10
1 90 1
1 101 7
1 103 3
1 104 6
1 106 5
1 107 2
1 108 7
1 123 4
1 124 3
1 125 3
1 126 2
1 127 5
1 131 10
1 132 7
1 135 10
1 138 5
1 139 8
1 146 7
1 148 9
1 152 9
1 155 4
1 162 2
1 163 3
1 164 3
1 168 7
1 170 10
1 171 8
1 179 5
1 182 6
1 189 2
1 191 6
1 192 9
1 193 8
1 195 7
2 3 4
2 7 6
2 10 6
2 15 1
2 23 8
2 30 9
2 31 2
2 50 4
2 54 2
2 60 9
2 61 2
2 62 5
2 65 2
2 66 9
2 67 8
2 70 1
2 71 9
2 77 9
2 78 4
2 85 7
2 86 3
2 87 4
2 88 2
2 90 8
2 92 4
2 94 3
2 97 5
2 98 3
2 108 9
2 120 1
2 122 1
2 124 8
2 126 9
2 132 4
2 134 5
2 137 8
2 139 3
2 140 3
2 141 8
2 145 2
2 147 3
2 149 6
2 154 6
2 156 3
2 158 10
2 162 2
2 164 6
2 166 9
2 167 6
2 170 1
2 173 1
2 174 10
2 177 2
2 181 8
2 187 3
2 194 9
2 196 3
3 3 5
3 6 6
3 7 6
3 11 4
3 15 9
3 20 5
3 22 6
3 29 8
3 30 7
3 32 4
3 36 8
3 37 9
3 39 4
3 40 8
3 41 1
3 43 2
3 44 1
3 47 6
3 49 3
3 51 5
3 54 10
3 56 1
3 58 6
3 61 7
3 62 2
3 71 4
3 75 1
3 80 2
3 83 1
3 86 3
3 89 7
3 96 5
3 97 5
3 100 3
3 101 2
3 102 7
3 103 7
3 105 1
3 114 4
3 118 6
3 119 4
3 120 5
3 129 10
3 135 2
3 136 10
3 140 4
3 152 1
3 154 2
3 155 8
3 156 7
3 158 4
3 160 5
3 161 9
3 162 6
3 167 8
3 172 6
3 175 2
3 182 4
3 183 5
3 184 1
3 185 4
3 186 9
3 187 6
3 194 7
3 199 3
4 0 3
4 11 6
4 14 4
4 15 3
4 22 1
4 26 9
4 27 3
4 28 4
4 31 2
4 36 8
4 38 8
4 39 6
4 52 8
4 54 3
4 60 6
4 65 6
4 67 1
4 73 2
4 76 1
4 78 9
4 82 9
4 83 7
4 86 3
4 92 7
4 96 1
4 100 9
4 103 4
4 104 5
4 106 5
4 107 1
4 108 8
4 110 8
4 119 8
4 121 4
4 123 3
4 125 6
4 128 10
4 134 1
4 136 4
4 140 6
4 141 5
4 143 10
4 145 4
4 150 5
4 151 9
4 152 4
4 156 5
4 157 7
4 158 2
4 159 8
4 160 7
4 173 6
4 175 1
4 187 5
4 192 10
4 195 9
4 197 4
5 1 8
5 3 10
5 14 1
5 15 6
5 19 1
5 20 2
5 22 8
5 25 5
5 36 8
5 39 8
5 41 7
5 42 1
5 43 7
5 48 10
5 50 5
5 53 8
5 54 10
5 57 2
5 63 9
5 64 8
5 69 7
5 71 2
5 79 5
5 83 7
5 85 10
5 88 4
5 89 2
5 91 9
5 98 5
5 100 1
5 101 10
5 105 4
5 106 2
5 110 2
5 113 5
5 114 10
5 115 3
5 118 1
5 120 7
5 124 8
5 126 9
5 130 10
5 140 2
5 146 7
5 149 10
5 150 8
5 152 6
5 158 1
5 168 8
5 169 2
5 175 7
5 178 5
5 179 4
5 181 4
5 182 2
5 192 3
5 197 6
6 0 4
6 2 2
6 3 6
6 5 4
6 11 7
6 12 6
6 17 5
6 19 7
6 21 1
6 26 7
6 28 5
6 33 8
6 34 7
6 39 4
6 40 8
6 45 5
6 48 9
6 53 5
6 55 9
6 59 6
6 61 2
6 68 7
6 73 4
6 79 2
6 83 6
6 86 5
6 88 10
6 91 9
6 105 5
6 106 8
6 108 6
6 113 4
6 115 10
6 119 3
6 121 5
6 126 8
6 132 1
6 133 4
6 135 9
6 136 8
6 138 1
6 140 4
6 141 5
6 144 8
6 145 4
6 147 10
6 153 7
6 157 7
6 159 2
6 168 3
6 169 4
6 170 3
6 175 8
6 176 5
6 179 4
6 183 6
6 184 4
6 187 4
6 189 2
6 193 5
6 197 3
7 3 3
7 8 3
7 12 10
7 14 6
7 19 4
7 21 1
7 23 4
7 33 9
7 34 3
7 40 9
7 41 8
7 42 9
7 43 7
7 44 6
7 51 8
7 53 1
7 58 9
7 59 1
7 60 3
7 61 6
7 63 7
7 67 7
7 70 8
7 76 6
7 81 2
7 83 4
7 86 6
7 88 2
7 94 7
7 95 8
7 96 2
7 99 8
7 100 9
7 101 10
7 116 10
7 117 6
7 122 9
7 123 1
7 124 3
7 126 5
7 130 2
7 135 4
7 137 2
7 139 3
7 145 7
7 156 2
7 160 3
7 163 9
7 165 2
7 167 3
7 168 7
7 170 9
7 172 4
7 173 2
7 183 9
7 187 1
7 189 1
7 193 5
7 195 2
7 197 6
8 3 5
8 4 1
8 15 3
8 19 9
8 23 2
8 24 8
8 27 6
8 32 5
8 33 3
8 35 4
8 37 5
8 41 10
8 44 1
8 45 7
8 49 10
8 52 4
8 54 8
8 56 4
8 62 2
8 71 2
8 72 9
8 76 9
8 77 1
8 78 2
8 80 3
8 84 8
8 92 6
8 108 1
8 112 1
8 113 2
8 116 4
8 117 2
8 118 7
8 119 10
8 120 2
8 123 2
8 125 5
8 127 6
8 128 2
8 131 3
8 132 9
8 135 5
8 136 8
8 138 9
8 142 1
8 147 4
8 149 3
8 151 5
8 154 5
8 157 7
8 158 2
8 162 8
8 163 1
8 166 3
8 167 9
8 171 10
8 179 4
