nodes 1000
source 0
sink 999
arcs 100056
0 999 10
0 9 1
0 31 10
0 43 2
0 45 5
0 57 5
0 69 9
0 72 7
0 88 4
0 95 2
0 105 4
0 106 6
0 107 10
0 118 4
0 120 2
0 122 8
0 124 6
0 125 4
0 148 9
0 156 4
0 180 1
0 205 3
0 206 8
0 217 2
0 218 6
0 225 3
0 227 5
0 236 8
0 256 2
0 269 1
0 271 9
0 277 9
0 285 3
0 288 10
0 290 7
0 307 4
0 323 6
0 332 9
0 336 9
0 343 6
0 372 1
0 382 4
0 385 5
0 422 3
0 427 6
0 454 2
0 455 2
0 476 8
0 491 1
0 498 2
0 501 8
0 503 6
0 513 3
0 526 2
0 527 3
0 551 10
0 553 3
0 577 3
0 579 7
0 591 6
0 605 1
0 629 5
0 632 1
0 649 8
0 663 4
0 670 6
0 671 4
0 675 8
0 700 6
0 702 4
0 718 3
0 722 4
0 728 3
0 739 8
0 747 10
0 756 6
0 762 5
0 771 9
0 773 9
0 800 10
0 807 10
0 809 1
0 821 9
0 826 4
0 827 8
0 829 5
0 833 4
0 861 10
0 877 9
0 896 8
0 899 6
0 906 9
0 907 6
0 915 1
0 920 9
0 922 7
0 935 4
0 939 1
0 940 3
0 941 9
0 960 9
1 8 1
1 9 3
1 27 7
1 47 8
1 52 7
1 59 7
1 85 9
1 92 7
1 112 6
1 120 8
1 130 4
1 131 6
1 132 1
1 137 3
1 146 1
1 149 8
1 151 5
1 159 10
1 161 10
1 173 5
1 191 1
1 192 3
1 224 5
1 232 10
1 238 3
1 246 8
1 253 2
1 256 2
1 262 5
1 265 9
1 271 7
1 289 9
1 297 4
1 331 1
1 334 4
1 354 6
1 366 1
1 385 7
1 389 4
1 398 1
1 400 5
1 418 3
1 422 1
1 429 2
1 453 5
1 468 1
1 475 6
1 482 10
1 518 8
1 537 6
1 538 1
1 552 9
1 568 6
1 578 3
1 591 1
1 627 1
1 641 1
1 643 3
1 655 8
1 658 1
1 659 2
1 675 5
1 685 2
1 695 3
1 712 3
1 718 5
1 724 5
1 730 5
1 742 1
1 748 10
1 754 10
1 756 2
1 758 5
1 778 1
1 787 8
1 819 10
1 835 9
1 836 3
1 875 7
1 881 3
1 891 3
1 892 5
1 901 5
1 902 4
1 912 5
1 932 6
1 937 2
1 960 10
1 961 2
1 992 9
2 20 6
2 26 4
2 31 9
2 36 2
2 37 1
2 53 9
2 56 1
2 96 4
2 103 4
2 106 6
2 120 2
2 140 8
2 142 10
2 145 2
2 148 10
2 174 7
2 177 5
2 182 8
2 196 7
2 199 9
2 205 2
2 213 4
2 230 2
2 233 2
2 252 8
2 255 5
2 262 10
2 263 3
2 267 8
2 293 3
2 298 3
2 308 3
2 316 5
2 317 6
2 319 1
2 326 2
2 333 10
2 344 8
2 349 9
2 358 1
2 374 7
2 383 2
2 394 4
2 397 8
2 410 1
2 413 5
2 417 10
2 418 4
2 419 1
2 425 9
2 431 3
2 436 5
2 437 4
2 438 5
2 460 9
2 464 3
2 465 10
2 490 5
2 500 10
2 507 1
2 518 6
2 523 4
2 535 6
2 537 9
2 547 1
2 559 5
2 584 8
2 599 6
2 626 10
2 635 5
2 646 4
2 662 7
2 665 4
2 670 2
2 682 4
2 683 10
2 684 7
2 691 8
2 693 4
2 706 10
2 710 3
2 732 7
2 736 1
2 738 6
2 763 6
2 764 8
2 770 4
2 772 6
2 796 6
2 812 3
2 819 10
2 823 1
2 842 3
2 845 6
2 851 10
2 853 4
