nodes 400
source 0
sink 399
arcs 31972
0 399 10
0 1 5
0 2 8
0 6 2
0 12 9
0 16 9
0 17 8
0 26 5
0 31 3
0 35 6
0 52 10
0 58 8
0 64 2
0 67 2
0 85 6
0 93 3
0 94 5
0 101 5
0 115 6
0 124 8
0 125 1
0 128 2
0 130 8
0 135 9
0 138 6
0 140 6
0 147 5
0 149 7
0 152 7
0 154 9
0 156 9
0 157 8
0 160 4
0 162 5
0 167 6
0 175 2
0 176 9
0 183 6
0 186 10
0 191 10
0 193 10
0 196 1
0 210 3
0 212 4
0 213 2
0 215 10
0 226 8
0 230 3
0 235 4
0 241 4
0 243 2
0 246 1
0 260 9
0 261 10
0 265 4
0 274 9
0 275 4
0 277 6
0 281 4
0 287 4
0 289 5
0 296 6
0 300 8
0 301 4
0 302 6
0 304 5
0 306 8
0 316 2
0 317 10
0 318 9
0 319 8
0 326 8
0 336 3
0 338 10
0 339 10
0 340 7
0 345 2
0 348 10
0 349 9
0 362 8
0 364 4
0 368 10
0 370 8
0 380 6
0 384 6
0 392 4
0 397 7
0 399 1
1 5 4
1 11 5
1 16 4
1 25 2
1 30 3
1 33 4
1 34 8
1 37 1
1 45 5
1 51 3
1 55 2
1 56 5
1 65 6
1 66 4
1 67 2
1 72 7
1 78 7
1 79 2
1 82 7
1 85 6
1 94 8
1 97 4
1 101 3
1 111 7
1 115 10
1 119 1
1 121 2
1 122 8
1 124 3
1 128 9
1 136 3
1 142 9
1 151 1
1 152 1
1 153 3
1 164 6
1 172 2
1 182 2
1 186 5
1 191 5
1 196 6
1 203 3
1 206 8
1 211 9
1 220 3
1 223 8
1 226 5
1 228 8
1 239 6
1 249 3
1 251 4
1 252 10
1 257 9
1 261 1
1 268 7
1 270 8
1 272 10
1 274 10
1 275 3
1 283 4
1 288 6
1 303 3
1 304 6
1 307 9
1 308 5
1 315 7
1 318 2
1 324 3
1 326 9
1 334 2
1 346 5
1 350 8
1 362 10
1 372 6
1 376 5
1 387 2
1 389 2
1 393 3
1 395 2
1 399 5
2 1 3
2 2 3
2 9 2
2 12 8
2 31 3
2 33 2
2 35 7
2 36 1
2 44 4
2 46 8
2 50 4
2 51 4
2 55 5
2 57 5
2 66 7
2 79 6
2 87 2
2 94 1
2 101 3
2 110 4
2 115 1
2 118 3
2 119 5
2 121 1
2 122 3
2 142 1
2 160 7
2 169 7
2 181 4
2 183 8
2 184 4
2 191 3
2 194 5
2 195 7
2 197 1
2 200 5
2 203 2
2 205 1
2 207 3
2 212 2
2 214 10
2 216 9
2 224 3
2 228 7
2 235 9
2 237 6
2 248 7
2 250 2
2 260 9
2 273 9
2 278 9
2 286 5
2 289 1
2 292 9
2 293 6
2 295 1
2 299 1
2 305 6
2 307 4
2 311 6
2 314 4
2 316 6
2 317 6
2 329 1
2 331 1
2 337 4
2 338 5
2 339 5
2 340 10
2 341 10
2 364 2
2 376 10
2 383 2
2 387 3
2 399 8
3 3 2
3 15 7
3 24 6
3 27 4
3 30 8
3 45 5
3 51 9
3 54 1
3 59 9
3 73 3
3 80 6
3 86 5
3 90 9
3 95 6
3 98 5
3 100 9
3 103 7
3 108 4
3 118 5
3 121 9
3 122 2
3 123 3
3 126 5
3 132 6
3 133 8
3 136 3
3 139 7
3 140 6
3 144 6
3 151 1
3 157 10
3 164 2
3 166 3
3 168 10
3 182 1
3 186 3
3 198 10
3 199 7
3 206 6
3 212 6
3 215 8
3 218 9
3 222 6
3 223 1
3 228 9
3 230 1
3 236 6
3 237 7
3 243 10
3 247 2
3 255 5
3 256 7
3 257 2
3 260 5
3 261 10
3 266 10
3 273 7
3 279 4
3 283 8
3 293 9
3 297 10
3 299 3
3 313 9
3 316 6
3 328 3
3 332 5
3 333 6
3 334 6
3 336 4
3 338 6
3 342 4
3 359 10
3 370 4
3 376 5
3 386 4
3 388 5
3 392 6
3 393 4
3 399 5
4 4 3
4 11 10
4 18 2
4 19 5
4 21 4
4 25 6
4 33 7
4 39 2
4 50 4
4 55 3
4 57 8
4 66 4
4 70 3
4 77 7
4 78 1
4 81 6
4 86 2
4 89 8
4 90 4
4 96 8
4 102 2
4 115 9
4 119 4
4 123 7
4 130 1
4 132 1
4 135 5
4 139 6
4 140 3
4 147 9
4 157 7
4 162 6
4 169 9
4 173 4
4 188 1
4 197 9
4 199 8
4 203 7
4 206 3
4 208 1
4 212 3
4 225 4
4 226 1
4 229 1
4 233 10
4 235 1
4 237 10
4 245 2
4 268 4
4 271 7
4 273 8
4 278 7
4 281 6
4 289 6
4 290 2
4 299 6
4 315 2
4 320 5
4 322 5
4 329 3
4 330 10
4 335 7
4 336 6
4 344 2
4 348 3
4 349 10
4 350 4
4 351 6
4 354 5
4 360 4
4 376 10
4 384 6
4 387 5
4 389 7
4 394 6
5 0 7
5 9 2
5 23 1
5 24 7
5 29 7
5 38 10
5 43 10
5 45 5
5 52 5
5 60 7
5 68 10
5 85 5
5 87 2
5 89 5
5 94 10
5 95 8
5 119 10
5 121 1
5 122 10
5 124 10
5 125 3
5 130 1
5 140 8
5 153 3
5 154 2
5 155 5
5 156 8
5 165 2
5 169 8
5 177 8
5 181 10
5 182 5
5 183 6
5 185 5
5 189 1
5 190 3
5 191 8
5 195 1
5 207 8
5 213 9
5 215 10
5 223 5
5 225 2
5 230 10
5 232 5
5 234 2
5 239 8
5 244 2
5 247 9
5 252 10
5 253 9
5 258 10
5 269 5
5 273 7
5 275 5
5 276 7
5 277 5
5 281 6
5 284 1
5 293 4
5 296 2
5 303 1
5 306 1
5 314 3
5 318 1
5 320 10
5 324 3
5 333 6
5 334 6
5 341 1
5 349 9
5 351 4
5 354 4
5 357 2
5 358 5
5 359 1
5 360 7
5 366 5
5 375 8
5 376 9
5 378 5
5 382 9
5 393 10
5 394 1
6 6 3
6 7 7
6 8 8
6 10 2
6 22 5
6 33 3
6 34 1
6 35 8
6 40 4
6 49 10
6 57 4
6 73 10
6 74 5
6 77 6
6 80 9
6 81 9
6 84 10
6 87 10
6 89 8
6 97 1
6 99 1
6 104 9
6 120 4
6 122 4
6 126 7
6 128 9
6 130 2
6 131 3
6 137 5
6 144 7
6 146 6
6 147 7
6 148 4
6 150 10
6 153 5
6 154 9
6 161 10
6 168 7
6 174 2
6 177 8
6 183 9
6 186 1
6 189 5
6 192 10
