nodes 300
source 0
sink 299
arcs 27173
0 299 10
0 1 10
0 3 4
0 4 4
0 5 5
0 7 2
0 10 6
0 13 7
0 16 1
0 18 10
0 19 4
0 27 10
0 30 3
0 33 5
0 34 9
0 36 2
0 37 4
0 40 1
0 42 9
0 43 3
0 46 4
0 49 8
0 50 3
0 54 8
0 57 3
0 59 6
0 61 5
0 64 2
0 74 5
0 79 5
0 80 5
0 83 5
0 84 3
0 88 5
0 91 5
0 95 8
0 101 5
0 104 1
0 105 3
0 109 10
0 111 3
0 114 7
0 116 8
0 118 4
0 122 2
0 125 6
0 134 4
0 136 10
0 147 8
0 153 8
0 154 4
0 158 6
0 161 1
0 162 5
0 166 10
0 167 4
0 168 10
0 178 2
0 181 6
0 183 4
0 185 3
0 186 10
0 191 8
0 193 4
0 194 7
0 200 5
0 204 5
0 206 5
0 209 2
0 212 8
0 214 5
0 218 9
0 227 1
0 229 2
0 230 9
0 235 5
0 245 7
0 248 8
0 249 6
0 250 4
0 261 10
0 263 5
0 264 1
0 272 3
0 275 4
0 278 2
0 289 2
0 295 8
0 296 10
1 7 1
1 8 10
1 9 10
1 12 9
1 15 5
1 24 4
1 31 8
1 33 5
1 44 6
1 50 1
1 53 8
1 58 6
1 60 2
1 65 9
1 69 7
1 79 6
1 85 2
1 88 10
1 94 1
1 96 10
1 99 8
1 101 10
1 103 7
1 109 10
1 110 8
1 112 10
1 113 1
1 115 2
1 117 4
1 118 9
1 122 2
1 130 3
1 131 9
1 132 4
1 135 4
1 136 3
1 137 5
1 140 6
1 144 8
1 148 3
1 149 6
1 150 3
1 154 4
1 156 3
1 158 8
1 167 7
1 173 8
1 177 6
1 178 8
1 179 7
1 184 10
1 185 5
1 194 7
1 202 9
1 203 1
1 205 8
1 207 7
1 208 7
1 209 10
1 215 9
1 216 9
1 220 3
1 221 8
1 224 5
1 229 2
1 232 9
1 235 6
1 236 9
1 237 3
1 239 4
1 240 9
1 241 3
1 250 5
1 251 1
1 252 3
1 253 3
1 257 1
1 261 3
1 263 7
1 264 8
1 270 5
1 272 6
1 277 5
1 280 8
1 283 3
1 287 10
1 288 3
1 289 10
1 291 1
1 292 7
1 294 4
1 296 8
1 297 4
2 0 9
2 3 2
2 4 6
2 6 5
2 7 6
2 10 3
2 12 2
2 13 9
2 23 7
2 25 4
2 29 6
2 31 10
2 35 3
2 42 4
2 45 8
2 56 10
2 57 8
2 58 8
2 59 2
2 66 2
2 68 3
2 71 5
2 72 4
2 74 7
2 82 1
2 83 3
2 84 10
2 85 2
2 88 7
2 96 10
2 97 3
2 99 9
2 101 9
2 104 10
2 105 4
2 108 5
2 110 6
2 113 8
2 114 3
2 119 5
2 132 4
2 134 3
2 135 7
2 136 6
2 140 2
2 142 6
2 145 10
2 149 6
2 150 10
2 151 10
2 161 4
2 166 4
2 169 8
2 172 8
2 175 1
2 176 3
2 179 4
2 180 10
2 183 3
2 197 4
2 198 2
2 203 5
2 204 5
2 206 3
2 209 5
2 210 7
2 212 7
2 213 10
2 221 5
2 222 6
2 232 3
2 238 5
2 240 3
2 244 6
2 245 5
2 251 4
2 259 4
2 261 7
2 262 1
2 263 6
2 264 4
2 266 5
2 268 1
2 272 8
2 274 8
2 276 7
2 278 5
2 279 4
2 280 3
2 287 10
2 288 9
2 294 4
2 296 2
2 297 8
2 299 6
3 5 4
3 7 3
3 9 6
3 11 10
3 15 8
3 29 10
3 32 3
3 33 7
3 34 4
3 35 4
3 36 4
3 41 2
3 42 5
3 43 1
3 45 5
3 51 1
3 53 7
3 63 2
3 65 6
3 68 1
3 71 5
3 73 2
3 74 7
3 89 9
3 90 3
3 93 4
3 94 10
3 97 6
3 99 2
3 102 4
3 105 5
3 109 3
3 118 3
3 119 3
3 121 4
3 122 8
3 124 9
3 125 3
3 126 9
3 133 8
3 134 1
3 137 3
3 141 6
3 143 8
3 144 7
3 145 5
3 146 9
3 150 6
3 151 1
3 153 4
3 155 4
3 157 6
3 158 3
3 159 10
3 164 6
3 166 8
3 171 2
3 172 9
3 173 5
3 184 5
3 187 9
3 190 4
3 192 10
3 193 10
3 196 2
3 201 2
3 204 3
3 205 4
3 207 5
3 209 4
3 210 1
3 211 6
3 225 2
3 227 5
3 228 9
3 232 2
3 236 3
3 237 10
3 241 3
3 245 3
3 247 2
3 251 6
3 252 3
3 254 6
3 255 6
3 264 5
3 265 10
3 267 8
3 268 8
3 271 8
3 281 2
3 283 3
3 284 3
3 291 1
3 292 9
3 294 8
3 296 3
3 297 8
3 299 10
4 6 7
4 9 10
4 10 6
4 14 2
4 20 5
4 22 5
4 26 9
4 30 4
4 32 8
4 41 8
4 45 8
4 46 3
4 47 1
4 48 5
4 50 1
4 51 6
4 52 9
4 54 1
4 57 2
4 63 6
4 65 1
4 67 4
4 69 4
4 74 9
4 76 3
4 78 3
4 84 9
4 87 5
4 89 6
4 93 4
4 94 9
4 99 3
4 101 3
4 104 4
4 106 1
4 109 4
4 112 7
4 113 4
4 114 8
4 115 7
4 123 3
4 126 7
4 130 4
4 131 6
4 132 5
4 135 2
4 141 4
4 143 6
4 146 9
4 147 7
4 154 6
4 160 5
4 169 9
4 171 8
4 173 6
4 174 3
4 184 4
4 186 7
4 193 3
4 194 1
4 195 10
4 198 8
4 200 7
4 202 6
4 203 4
4 207 7
4 208 9
4 209 4
4 210 3
4 211 6
4 212 9
4 213 3
4 222 4
4 228 2
4 230 8
4 238 8
4 241 7
4 252 7
4 254 4
4 255 9
4 257 1
4 260 10
4 261 8
4 265 6
4 266 6
4 268 2
4 269 6
4 273 9
4 275 6
4 277 7
4 279 9
4 284 10
4 288 1
4 291 1
4 293 2
4 296 5
4 298 9
4 299 2
5 0 10
5 3 7
5 4 4
5 5 4
5 7 1
5 8 10
5 11 8
5 13 8
5 14 6
5 16 8
5 18 6
5 22 5
5 25 9
5 29 9
5 34 7
5 41 7
5 43 4
5 45 5
5 46 10
5 49 9
5 53 9
5 60 3
5 61 6
5 64 4
5 65 7
5 68 1
5 69 7
5 73 6
5 77 3
5 80 2
5 82 10
5 83 8
5 86 9
5 99 10
5 100 4
5 103 9
5 104 2
5 110 6
5 111 7
5 114 1
5 115 10
5 120 8
5 121 6
5 122 5
5 123 5
5 135 2
5 138 3
5 141 9
5 143 9
5 146 9
5 150 7
5 154 6
5 157 10
5 158 4
5 159 5
5 160 10
5 170 5
5 172 9
5 173 4
5 174 2
5 177 9
5 182 6
5 187 9
5 188 1
5 191 4
5 194 2
5 204 9
5 207 6
5 211 2
5 212 4
5 213 4
5 214 10
5 217 10
5 230 9
5 234 8
5 238 8
5 239 5
5 240 2
5 247 3
5 248 4
5 251 1
5 252 1
5 254 7
5 256 8
5 259 2
5 265 2
5 267 6
5 269 4
5 272 3
5 273 2
5 276 10
5 278 8
5 279 5
5 284 5
5 288 5
5 293 8
5 294 9
5 295 3
5 296 6
6 5 10
6 7 10
6 8 5
6 10 4
6 12 2
6 14 6
6 16 7
6 17 7
6 30 6
6 32 7
6 33 3
6 37 5
6 42 1
6 44 9
6 48 4
6 50 10
6 56 1
6 58 7
6 76 3
6 79 9
6 81 3
6 82 2
6 85 9
6 86 2
6 88 8
6 91 1
6 94 7
6 97 5
6 98 7
6 99 6
6 100 2
6 106 5
6 110 8
6 111 9
6 112 2
6 116 2
6 119 1
6 132 1
6 138 3
6 139 8
6 140 9
6 143 9
6 144 3
6 145 4
6 146 9
6 150 10
6 151 7
6 154 5
6 155 4
6 159 7
6 160 2
6 162 8
6 167 8
6 173 8
6 175 1
6 187 2
6 192 5
6 194 6
6 195 4
6 203 9
6 205 9
6 207 9
6 210 7
6 214 6
6 218 1
6 224 8
6 228 6
6 231 8
6 238 1
6 240 6
6 242 8
6 245 6
6 246 1
6 248 5
6 249 1
6 250 6
6 251 7
6 253 5
6 256 6
6 258 3
6 261 5
6 265 10
6 267 3
6 268 5
6 269 10
6 270 7
6 274 5
6 282 2
6 283 9
6 288 7
6 289 2
6 294 7
6 296 7
6 298 8
7 0 6
7 5 2
7 7 7
7 8 2
7 10 10
7 13 8
7 14 7
7 16 7
7 18 8
7 20 10
7 22 9
7 27 1
7 30 8
7 33 2
7 37 8
7 39 4
7 43 2
7 45 7
7 49 8
7 53 1
7 55 4
7 58 7
7 59 7
7 60 9
7 63 9
7 65 10
7 66 4
7 68 5
7 70 9
7 75 5
7 76 6
7 77 2
7 81 10
7 88 8
7 90 6
7 96 10
7 99 2
7 102 2
7 108 6
7 116 1
7 118 9
7 129 5
7 130 10
7 134 10
7 143 5
7 144 3
7 147 7
7 148 9
7 149 7
7 150 4
7 152 7
7 155 7
7 156 7
7 160 2
7 162 4
7 166 1
7 170 10
7 171 10
7 177 7
7 179 10
7 180 5
7 182 2
7 183 7
7 185 4
7 192 9
7 196 4
7 197 10
7 198 9
7 199 8
7 201 4
7 206 8
7 209 6
7 211 6
7 214 8
7 217 5
7 219 1
7 220 7
7 222 10
7 224 3
7 225 2
7 230 10
7 231 8
7 232 10
7 239 9
7 241 10
7 244 9
7 245 7
7 255 7
7 256 7
7 258 8
7 260 7
7 261 7
7 263 4
7 267 6
7 268 6
7 271 4
7 272 6
7 273 10
7 276 8
7 280 1
7 286 5
7 289 2
7 293 4
7 298 6
8 0 9
8 9 4
8 11 2
8 12 7
8 14 1
8 17 8
8 22 4
8 24 1
8 27 10
8 28 9
8 33 8
8 35 4
8 36 6
8 39 4
8 43 2
8 45 4
8 47 9
8 60 2
8 61 1
8 72 2
8 75 1
8 78 8
8 81 2
8 91 5
8 111 1
8 114 8
8 117 9
8 120 10
8 122 8
8 127 3
8 128 7
8 130 5
8 131 8
8 138 1
8 142 5
8 149 5
8 151 9
8 155 1
8 164 7
8 171 1
8 180 1
8 193 7
8 202 2
8 206 5
8 207 7
8 209 8
8 210 8
8 217 7
8 221 2
8 227 9
8 230 4
8 233 10
8 239 5
8 241 5
8 243 3
8 247 10
8 251 3
8 254 3
8 255 4
8 256 1
8 257 9
8 258 1
8 259 8
8 261 2
8 265 3
8 269 10
8 273 3
8 275 9
8 281 7
8 284 3
8 291 5
8 294 3
8 295 10
9 0 2
9 1 3
9 20 10
9 27 8
9 36 4
9 39 1
9 47 10
9 53 2
9 58 3
9 59 1
9 63 3
9 67 10
9 68 7
9 71 8
9 73 2
9 74 7
9 77 9
9 80 8
9 85 7
9 86 4
9 91 1
9 94 10
9 96 1
9 97 9
9 100 10
9 102 4
9 104 7
9 105 4
9 106 5
9 109 8
9 111 1
9 113 6
9 116 2
9 119 8
9 120 3
9 124 10
9 125 2
9 127 9
9 129 1
9 130 8
9 131 6
9 132 7
9 135 8
9 137 4
9 141 1
9 145 4
9 147 9
9 152 2
9 160 6
9 167 1
9 172 7
9 174 4
9 175 2
9 177 6
9 180 2
9 182 7
9 185 6
9 188 7
9 192 9
9 196 3
9 197 7
9 199 7
9 213 4
9 215 7
9 218 9
9 227 8
9 232 8
9 233 10
9 234 1
9 236 10
9 245 2
9 248 9
9 252 9
9 256 3
9 260 2
9 263 1
9 264 2
9 265 7
9 266 10
9 268 5
9 269 5
9 270 3
9 276 2
9 279 6
9 280 1
9 286 10
9 291 10
9 298 9
10 0 10
10 16 3
10 17 4
10 18 7
10 21 8
10 22 4
10 31 10
10 34 6
10 40 3
10 41 9
10 44 5
10 49 1
10 53 8
10 54 3
10 55 5
10 59 4
10 63 7
10 65 4
10 66 1
10 67 7
10 68 6
10 69 8
10 75 6
10 79 6
10 84 2
10 90 7
10 99 7
10 100 9
10 103 6
10 106 6
10 108 6
10 117 8
10 120 6
10 122 10
10 125 4
10 132 5
10 133 8
10 135 9
10 138 9
10 142 10
10 143 4
10 145 3
10 146 2
10 147 8
10 148 4
10 156 3
10 157 7
10 159 7
10 160 7
10 164 10
10 166 7
10 168 5
10 170 6
10 173 6
10 175 8
10 177 9
10 179 7
10 182 2
10 183 2
10 185 3
10 186 4
10 187 7
10 188 1
10 199 10
10 209 2
10 216 3
10 220 8
10 226 7
10 227 6
10 228 9
10 233 1
10 234 2
10 235 1
10 236 9
10 244 5
10 246 4
10 247 8
10 250 3
10 252 1
10 258 9
10 262 6
10 263 5
10 271 5
10 275 3
10 280 5
10 281 10
10 282 1
10 283 6
10 285 8
10 286 4
10 293 7
10 296 2
10 297 1
10 299 3
11 10 8
11 11 10
11 13 9
11 16 10
11 18 9
11 19 9
11 20 3
11 22 7
11 28 2
11 32 10
11 34 5
11 35 9
11 36 6
11 40 9
11 42 8
11 43 8
11 44 7
11 45 10
11 46 7
11 48 1
11 51 5
11 54 9
11 56 8
11 62 6
11 66 8
11 70 9
11 75 2
11 76 1
11 78 5
11 86 9
11 95 2
11 96 9
11 98 4
11 102 5
11 103 7
11 104 9
11 105 2
11 108 7
11 112 10
11 115 5
11 116 6
11 123 4
11 128 6
11 131 5
11 134 5
11 135 1
11 139 5
11 141 2
11 150 7
11 153 6
11 154 9
11 155 9
11 158 10
11 164 4
11 165 8
11 170 8
11 173 7
11 176 3
11 179 7
11 183 5
11 188 2
11 189 8
11 190 3
11 191 2
11 194 5
11 200 1
11 202 8
11 203 7
11 204 5
11 205 8
11 206 8
11 209 10
11 210 1
11 211 7
11 226 1
11 231 10
11 232 2
11 234 3
11 235 1
11 244 9
11 246 3
11 247 1
11 249 3
11 250 1
11 255 2
11 260 3
11 261 9
11 262 1
11 266 5
11 267 6
11 269 3
11 270 3
11 271 5
11 276 2
11 288 3
11 291 7
11 297 2
12 3 7
12 6 4
12 7 1
12 17 10
12 18 1
12 19 9
12 23 8
12 26 5
12 27 1
12 34 6
12 38 5
12 41 3
12 47 2
12 63 5
12 64 1
12 70 1
12 82 2
12 86 4
12 87 3
12 92 7
12 94 7
12 106 1
12 108 2
12 117 9
12 121 9
12 125 3
12 127 9
12 128 2
12 129 8
12 130 7
12 131 2
12 132 2
12 134 5
12 136 6
12 141 2
12 144 3
12 150 10
12 153 8
12 158 2
12 160 5
12 162 7
12 170 2
12 171 1
12 178 10
12 179 1
12 180 3
12 181 4
12 183 7
12 187 6
12 192 4
12 200 1
12 203 8
12 204 8
12 212 2
12 215 10
12 217 7
12 219 1
12 225 4
12 230 6
12 233 10
12 239 5
12 240 3
12 245 4
12 246 5
12 249 3
12 254 5
12 258 9
12 262 6
12 265 10
12 266 8
12 274 9
12 276 6
12 277 10
12 279 10
12 280 2
12 281 1
12 282 3
12 284 6
12 286 4
12 288 10
12 290 4
12 296 5
13 4 10
13 12 2
13 13 4
13 14 7
13 16 7
13 17 8
13 18 8
13 19 1
13 24 4
13 29 6
13 30 3
13 34 8
13 36 7
13 37 8
13 50 10
13 51 7
13 64 3
13 68 9
13 70 7
13 72 6
13 74 10
13 79 10
13 80 10
13 81 1
13 82 8
13 83 9
13 88 2
13 95 2
13 98 10
