nodes 500
source 0
sink 499
arcs 74927
0 499 10
0 4 6
0 6 6
0 9 2
0 13 2
0 15 7
0 19 10
0 23 2
0 24 8
0 29 2
0 31 4
0 36 3
0 44 3
0 47 9
0 48 1
0 49 10
0 52 6
0 53 8
0 56 5
0 57 6
0 66 5
0 68 1
0 78 6
0 84 3
0 86 9
0 88 9
0 90 8
0 92 1
0 98 8
0 101 6
0 102 5
0 103 6
0 109 3
0 110 2
0 111 6
0 113 9
0 118 4
0 123 4
0 128 4
0 131 4
0 132 4
0 133 1
0 136 9
0 137 9
0 140 10
0 147 1
0 151 6
0 161 8
0 173 3
0 178 6
0 184 7
0 188 9
0 190 8
0 193 7
0 194 7
0 195 5
0 196 8
0 199 1
0 201 8
0 202 2
0 206 4
0 217 1
0 219 2
0 222 7
0 223 3
0 224 5
0 227 2
0 228 8
0 233 1
0 234 5
0 235 2
0 239 8
0 241 7
0 242 8
0 244 7
0 250 9
0 253 6
0 256 10
0 259 1
0 261 5
0 263 1
0 266 7
0 272 3
0 274 4
0 279 2
0 281 1
0 287 2
0 292 6
0 296 5
0 299 2
0 305 8
0 308 10
0 309 8
0 310 7
0 311 4
0 316 6
0 317 6
0 318 10
0 322 10
0 325 3
0 328 6
0 332 3
0 335 9
0 339 6
0 340 10
0 341 2
0 347 7
0 349 9
0 350 9
0 352 6
0 353 7
0 355 5
0 357 2
0 361 3
0 363 10
0 367 2
0 369 10
0 370 7
0 374 10
0 375 1
0 376 4
0 378 4
0 381 7
0 382 9
0 384 6
0 385 1
0 386 2
0 391 6
0 394 9
0 397 4
0 398 6
0 401 4
0 402 4
0 404 6
0 406 3
0 407 10
0 416 5
0 425 6
0 432 5
0 435 10
0 437 2
0 440 6
0 442 5
0 448 3
0 451 10
0 452 8
0 461 2
0 465 1
0 474 6
0 477 7
0 478 5
0 484 9
0 485 9
0 486 10
0 489 7
0 490 6
0 493 4
0 494 2
0 496 4
0 497 3
1 1 6
1 4 2
1 6 1
1 8 1
1 15 3
1 18 9
1 21 5
1 23 9
1 27 8
1 30 1
1 33 8
1 34 10
1 35 1
1 37 3
1 39 10
1 42 3
1 43 2
1 46 6
1 50 3
1 64 8
1 66 2
1 68 9
1 69 4
1 71 7
1 76 3
1 83 6
1 87 3
1 90 10
1 94 7
1 95 4
1 96 5
1 99 1
1 102 1
1 109 8
1 118 3
1 124 4
1 126 4
1 127 6
1 137 4
1 140 4
1 141 10
1 145 8
1 147 6
1 150 8
1 154 3
1 155 8
1 156 9
1 157 1
1 165 10
1 166 3
1 170 6
1 172 3
1 179 2
1 181 8
1 182 6
1 186 6
1 191 2
1 198 6
1 203 5
1 204 6
1 205 8
1 209 10
1 211 2
1 217 10
1 220 1
1 224 10
1 226 3
1 227 2
1 231 2
1 239 6
1 240 8
1 242 6
1 244 6
1 251 2
1 258 8
1 261 4
1 266 7
1 275 1
1 277 8
1 279 4
1 280 6
1 286 6
1 287 8
1 289 9
1 292 7
1 298 7
1 299 4
1 304 9
1 305 4
1 307 10
1 308 10
1 311 1
1 312 6
1 319 2
1 322 3
1 325 2
1 331 8
1 336 3
1 339 7
1 342 3
1 346 8
1 347 6
1 351 2
1 355 2
1 356 5
1 361 6
1 363 1
1 367 10
1 371 10
1 372 6
1 374 4
1 379 1
1 380 7
1 384 5
1 387 1
1 389 10
1 393 10
1 394 7
1 400 9
1 403 4
1 408 4
1 414 4
1 416 6
1 417 3
1 423 5
1 424 7
1 425 5
1 428 10
1 430 10
1 432 7
1 434 6
1 440 1
1 442 8
1 451 10
1 456 9
1 462 9
1 463 1
1 465 1
1 466 9
1 467 9
1 468 7
1 471 9
1 476 4
1 477 3
1 480 8
1 483 1
1 484 9
1 487 2
1 488 4
1 490 4
1 494 8
1 495 5
1 496 4
2 0 3
2 1 8
2 3 10
2 4 4
2 5 8
2 8 8
2 12 7
2 13 6
2 15 3
2 20 6
2 23 8
2 27 1
2 33 7
2 45 2
2 46 5
2 47 1
2 48 1
2 49 10
2 51 9
2 66 10
2 67 8
2 74 1
2 75 6
2 76 2
2 77 10
2 82 9
2 83 6
2 84 5
2 88 1
2 94 4
2 97 4
2 98 6
2 101 3
2 102 10
2 104 2
2 105 2
2 106 7
2 108 9
2 109 10
2 112 9
2 115 10
2 116 2
2 118 9
2 122 3
2 126 1
2 127 7
2 129 7
2 131 8
2 133 5
2 136 3
2 137 6
2 139 3
2 141 6
2 144 10
2 146 6
2 147 8
2 148 10
2 151 7
2 153 10
2 156 5
2 158 9
2 164 1
2 168 5
2 171 3
2 173 4
2 174 3
2 177 7
2 183 6
2 188 10
2 191 3
2 192 3
2 197 2
2 199 1
2 203 6
2 209 1
2 214 9
2 217 2
2 220 9
2 224 7
2 225 8
2 229 8
2 233 10
2 234 2
2 235 10
2 238 9
2 240 1
2 244 9
2 245 3
2 251 3
2 252 5
2 256 7
2 258 3
2 261 1
2 265 3
2 269 9
2 270 10
2 271 7
2 275 2
2 277 3
2 278 1
2 284 6
2 286 1
2 292 9
2 302 9
2 304 10
2 305 4
2 314 7
2 315 5
2 316 8
2 325 5
2 327 7
2 333 3
2 335 7
2 336 7
2 337 8
2 351 3
2 353 1
2 355 9
2 356 1
2 358 7
2 365 7
2 366 9
2 369 8
2 372 3
2 373 3
2 377 1
2 384 6
2 388 2
2 389 6
2 395 9
2 397 8
2 402 10
2 404 3
2 406 3
2 407 1
2 408 10
2 412 10
2 413 9
2 416 8
2 418 10
2 420 9
2 421 7
2 434 4
2 439 1
2 440 5
2 443 4
2 449 3
2 455 5
2 458 8
2 459 5
2 468 6
2 469 3
2 473 1
2 478 7
2 481 8
2 482 9
2 486 8
2 487 2
2 488 1
2 493 10
2 498 4
3 2 6
3 3 8
3 6 5
3 10 6
3 15 9
3 20 2
3 27 6
3 29 1
3 33 9
3 34 10
3 35 7
3 36 2
3 40 8
3 41 4
3 49 4
3 50 5
3 51 8
3 52 3
3 53 5
3 72 1
3 76 2
3 79 2
3 82 4
3 88 7
3 90 7
3 91 6
3 100 7
3 102 5
3 106 6
3 107 1
3 108 6
3 110 4
3 113 9
3 115 8
3 118 3
3 119 6
3 122 6
3 127 6
3 134 9
3 143 2
3 145 1
3 146 2
3 148 6
3 149 8
3 150 6
3 153 7
3 154 4
3 161 8
3 162 4
3 166 5
3 167 9
3 173 6
3 178 6
3 179 7
3 181 5
3 183 3
3 184 3
3 185 2
3 189 2
3 194 4
3 196 7
3 200 1
3 208 3
3 213 5
3 214 7
3 216 6
3 220 7
3 221 7
3 223 4
3 228 3
3 234 5
3 242 7
3 246 7
3 248 2
3 250 8
3 253 4
3 256 4
3 257 6
3 259 9
3 266 4
3 268 10
3 272 8
3 279 7
3 287 5
3 291 5
3 298 9
3 309 2
3 313 1
3 314 8
3 315 9
3 316 7
3 320 7
3 322 1
3 323 1
3 331 8
3 334 6
3 337 7
3 342 10
3 345 3
3 346 5
3 348 1
3 350 4
3 354 9
3 356 3
3 357 4
3 362 9
3 363 10
3 372 1
3 374 3
3 378 2
3 379 5
3 381 2
3 386 10
3 390 7
3 393 8
3 398 9
3 399 1
3 401 7
3 402 1
3 406 5
3 408 1
3 409 1
3 410 1
