nodes 600
source 0
sink 599
arcs 72235
0 599 10
0 5 5
0 6 7
0 12 1
0 13 1
0 14 2
0 21 9
0 26 1
0 27 1
0 30 4
0 31 4
0 43 7
0 45 7
0 46 8
0 48 10
0 49 3
0 53 1
0 54 3
0 64 8
0 66 6
0 68 7
0 70 8
0 73 6
0 76 2
0 79 5
0 85 9
0 86 6
0 87 3
0 107 3
0 108 4
0 109 10
0 119 2
0 145 3
0 147 7
0 151 1
0 158 9
0 170 9
0 172 7
0 177 6
0 178 10
0 180 10
0 184 5
0 185 5
0 199 6
0 202 6
0 206 5
0 209 1
0 210 3
0 215 6
0 218 10
0 220 8
0 221 10
0 224 8
0 227 5
0 232 3
0 237 7
0 243 8
0 249 10
0 254 10
0 258 4
0 271 10
0 273 4
0 274 7
0 276 5
0 277 5
0 281 9
0 283 7
0 287 4
0 289 4
0 299 1
0 312 2
0 314 9
0 315 10
0 319 10
0 324 4
0 325 7
0 329 8
0 330 8
0 331 10
0 332 3
0 342 3
0 346 1
0 347 3
0 349 6
0 353 7
0 354 3
0 358 1
0 361 1
0 364 7
0 365 8
0 370 6
0 371 6
0 374 1
0 375 3
0 389 9
0 397 8
0 399 7
0 403 3
0 416 1
0 422 5
0 443 3
0 453 3
0 455 1
0 457 6
0 460 10
0 469 9
0 480 9
0 481 5
0 483 5
0 487 3
0 495 3
0 499 4
0 505 2
0 510 2
0 512 1
0 514 3
0 519 6
0 525 2
0 532 3
0 540 5
0 542 4
0 551 2
0 552 9
0 556 4
0 561 4
0 568 4
0 574 3
0 578 1
0 580 1
0 591 6
0 592 8
0 594 7
0 599 9
1 20 6
1 21 9
1 33 7
1 34 8
1 38 2
1 42 9
1 59 1
1 61 4
1 90 8
1 91 9
1 92 2
1 99 3
1 100 7
1 104 4
1 109 5
1 116 6
1 117 2
1 121 8
1 129 2
1 134 8
1 149 7
1 155 6
1 157 5
1 163 3
1 167 9
1 168 10
1 169 6
1 170 4
1 178 4
1 180 7
1 181 3
1 184 6
1 188 4
1 195 7
1 211 7
1 213 10
1 214 7
1 223 2
1 230 1
1 239 3
1 243 6
1 251 2
1 254 5
1 258 2
1 259 5
1 267 8
1 271 5
1 276 2
1 278 10
1 283 6
1 285 10
1 287 6
1 291 1
1 293 7
1 304 8
1 306 6
1 307 2
1 309 4
1 329 5
1 330 1
1 331 4
1 338 8
1 339 5
1 352 10
1 358 6
1 359 6
1 362 9
1 372 7
1 376 2
1 379 6
1 384 5
1 388 10
1 394 7
1 404 2
1 406 9
1 411 5
1 414 4
1 426 10
1 429 2
1 430 3
1 433 10
1 437 7
1 446 5
1 449 8
1 450 10
1 460 1
1 464 8
1 468 4
1 478 10
1 481 2
1 486 10
1 493 3
1 500 6
1 504 9
1 506 4
1 509 4
1 513 7
1 519 5
1 535 8
1 541 2
1 545 1
1 547 2
1 548 2
1 550 4
1 551 8
1 555 1
1 558 8
1 561 3
1 567 6
1 568 8
1 593 10
1 595 7
2 2 1
2 9 4
2 15 7
2 16 1
2 18 9
2 21 8
2 28 3
2 29 1
2 30 4
2 33 9
2 34 4
2 41 3
2 45 1
2 54 7
2 57 4
2 60 4
2 69 10
2 70 1
2 93 6
2 94 5
2 105 7
2 106 10
2 113 1
2 116 5
2 120 8
2 124 7
2 125 4
2 133 7
2 134 9
2 148 6
2 152 6
2 153 2
2 155 5
2 166 4
2 170 6
2 172 1
2 175 3
2 176 1
2 178 2
2 180 3
2 182 2
2 188 5
2 189 1
2 191 1
2 194 2
2 196 5
2 199 4
2 203 7
2 205 7
2 206 1
2 208 2
2 211 1
2 214 3
2 221 6
2 223 10
2 224 1
2 232 10
2 235 4
2 236 10
2 237 8
2 245 9
2 246 2
2 247 2
2 254 2
2 256 10
2 263 9
2 274 1
2 283 7
2 285 2
2 301 10
2 307 10
2 309 1
2 323 5
2 325 1
2 330 7
2 346 6
2 353 10
2 354 10
2 358 1
2 365 5
2 372 3
2 382 7
2 383 6
2 390 9
2 397 2
2 400 6
2 404 1
2 405 7
2 409 10
2 417 1
2 429 5
2 430 8
2 435 2
2 441 3
2 444 5
2 454 3
2 456 1
2 457 4
2 461 6
2 463 4
2 473 7
2 474 7
2 476 10
2 485 7
2 489 8
2 503 7
2 504 5
2 506 6
2 520 1
2 522 5
2 525 8
2 527 5
2 532 10
2 550 5
2 553 5
2 559 3
2 562 5
2 568 3
2 569 2
3 2 10
3 6 9
3 13 10
3 18 9
3 22 1
3 26 2
3 27 9
3 31 10
3 32 9
3 58 2
3 62 2
3 74 6
3 81 8
3 86 8
3 87 3
3 90 7
3 91 2
3 93 1
3 96 2
3 98 6
3 100 10
3 101 10
3 102 3
3 103 1
3 104 4
3 108 5
3 116 9
3 119 1
3 121 2
3 123 3
3 131 5
3 141 9
3 144 9
3 151 5
3 155 3
3 161 8
3 166 10
3 168 8
3 170 9
3 172 10
3 181 4
3 188 6
3 196 3
3 208 7
3 218 10
