nodes 700
source 0
sink 699
arcs 98075
0 699 10
0 2 6
0 3 6
0 4 10
0 15 10
0 23 7
0 24 7
0 33 10
0 38 6
0 43 3
0 44 1
0 51 6
0 70 5
0 71 4
0 75 3
0 76 2
0 79 10
0 91 8
0 93 4
0 95 8
0 99 7
0 106 6
0 109 4
0 117 1
0 123 7
0 125 8
0 127 9
0 138 1
0 159 5
0 161 3
0 178 4
0 181 9
0 189 10
0 195 4
0 196 7
0 197 3
0 202 8
0 226 1
0 228 2
0 237 10
0 243 3
0 245 7
0 252 4
0 257 10
0 260 9
0 262 1
0 265 10
0 280 9
0 282 5
0 291 9
0 300 3
0 308 8
0 309 7
0 311 3
0 313 10
0 314 8
0 317 2
0 325 4
0 326 7
0 329 1
0 334 5
0 335 9
0 337 6
0 345 2
0 348 8
0 352 4
0 353 4
0 354 10
0 361 7
0 367 7
0 369 5
0 370 2
0 378 9
0 386 7
0 388 6
0 392 3
0 394 2
0 403 5
0 407 10
0 408 5
0 414 3
0 422 6
0 424 1
0 426 9
0 429 6
0 436 1
0 440 2
0 441 5
0 454 9
0 459 3
0 462 1
0 477 2
0 489 8
0 493 2
0 500 9
0 501 8
0 507 3
0 509 2
0 510 7
0 512 9
0 515 3
0 516 9
0 521 1
0 530 10
0 540 7
0 542 9
0 544 6
0 550 3
0 551 10
0 558 5
0 560 3
0 566 9
0 569 10
0 570 4
0 571 9
0 576 3
0 584 3
0 591 8
0 604 3
0 605 3
0 606 10
0 612 4
0 619 10
0 625 9
0 626 1
0 633 10
0 635 9
0 639 7
0 648 7
0 649 7
0 650 7
0 653 1
0 655 10
0 659 6
0 663 9
0 664 10
0 675 10
0 682 4
0 690 4
0 696 8
0 699 5
1 3 8
1 5 6
1 9 10
1 11 6
1 14 5
1 23 7
1 29 3
1 34 5
1 35 10
1 38 4
1 41 5
1 45 7
1 51 1
1 52 9
1 55 1
1 64 8
1 72 10
1 75 7
1 85 4
1 88 9
1 90 9
1 91 3
1 93 9
1 98 4
1 101 8
1 114 8
1 121 6
1 126 3
1 128 10
1 132 1
1 147 2
1 149 6
1 155 9
1 158 2
1 159 4
1 175 3
1 187 4
1 195 6
1 207 7
1 212 2
1 222 3
1 224 4
1 227 10
1 235 8
1 243 9
1 253 10
1 255 10
1 259 3
1 266 9
1 270 1
1 275 6
1 281 1
1 282 7
1 289 8
1 293 4
1 295 8
1 298 2
1 310 8
1 313 7
1 318 2
1 319 4
1 322 7
1 324 1
1 327 5
1 328 8
1 333 10
1 340 2
1 343 10
1 347 4
1 351 7
1 362 8
1 366 4
1 370 10
1 374 7
1 389 3
1 390 10
1 400 2
1 405 8
1 410 3
1 413 2
1 420 4
1 423 6
1 427 5
1 433 6
1 441 1
1 447 7
1 461 1
1 466 10
1 467 9
1 473 4
1 475 5
1 483 6
1 487 8
1 495 9
1 498 8
1 503 7
1 508 3
1 510 6
1 512 8
1 524 3
1 527 8
1 532 10
1 535 6
1 540 8
1 543 5
1 551 9
1 553 4
1 558 3
1 559 2
1 560 6
1 578 8
1 593 4
1 595 7
1 597 9
1 602 10
1 604 9
1 611 1
1 618 4
1 619 1
1 622 5
1 623 6
1 628 2
1 629 1
1 632 7
1 633 2
1 635 6
1 636 8
1 640 10
1 644 4
1 650 5
1 651 10
1 652 3
1 657 10
1 679 4
1 683 3
1 685 9
1 687 1
1 688 9
1 690 5
1 692 5
1 694 10
1 697 5
1 699 2
2 6 3
2 17 5
2 18 10
2 26 1
2 30 4
2 40 6
2 51 10
2 52 7
2 54 10
2 55 9
2 56 6
2 59 8
2 63 10
2 66 6
2 67 2
2 68 3
2 71 7
2 77 6
2 83 5
2 86 1
2 91 2
2 100 2
2 101 9
2 102 1
2 105 4
2 111 3
2 114 6
2 122 10
2 127 9
2 132 4
2 144 4
2 147 7
2 148 7
2 152 2
2 155 9
2 161 2
2 178 4
2 185 8
2 191 5
2 193 6
2 196 5
2 197 2
2 211 1
2 218 2
2 226 2
2 229 4
2 241 7
2 244 10
2 253 9
2 260 10
2 264 7
2 282 4
2 283 1
2 286 8
2 288 2
2 298 8
2 302 9
2 303 6
2 307 8
2 315 5
2 325 4
2 328 6
2 332 2
2 339 1
2 340 1
2 342 5
2 343 9
2 347 1
2 350 9
2 364 6
2 365 5
2 368 3
2 371 6
2 377 5
2 398 6
