nodes 1100
source 0
sink 1099
arcs 121287
0 1099 10
0 5 8
0 6 7
0 22 3
0 25 7
0 31 10
0 36 4
0 41 9
0 59 6
0 79 7
0 110 3
0 115 5
0 120 7
0 133 8
0 152 1
0 160 1
0 189 10
0 200 2
0 201 7
0 204 8
0 206 1
0 213 6
0 223 2
0 228 4
0 231 7
0 238 3
0 249 2
0 255 1
0 261 2
0 262 2
0 285 2
0 294 1
0 296 9
0 315 9
0 330 5
0 333 3
0 339 3
0 343 10
0 344 3
0 366 4
0 368 9
0 370 9
0 392 1
0 406 4
0 418 6
0 423 6
0 433 2
0 435 2
0 436 10
0 437 1
0 454 6
0 460 2
0 483 3
0 487 3
0 489 3
0 491 6
0 501 7
0 510 9
0 531 7
0 533 1
0 534 10
0 539 4
0 553 7
0 558 9
0 560 6
0 602 8
0 607 5
0 608 8
0 617 1
0 628 3
0 629 3
0 633 3
0 640 1
0 679 9
0 684 5
0 686 3
0 692 8
0 700 7
0 703 6
0 704 6
0 728 3
0 742 2
0 744 10
0 745 8
0 746 10
0 749 4
0 752 10
0 759 8
0 762 4
0 771 6
0 777 7
0 778 1
0 785 4
0 794 1
0 802 7
0 805 4
0 817 8
0 822 3
0 840 8
0 846 3
0 878 6
0 883 9
0 888 1
0 911 9
0 915 5
0 923 8
0 929 4
0 934 5
0 957 9
0 972 1
0 990 2
0 1000 6
0 1018 5
0 1031 2
0 1094 2
0 1095 9
1 5 10
1 29 8
1 34 1
1 101 5
1 114 2
1 125 2
1 141 9
1 155 3
1 173 9
1 178 9
1 192 7
1 210 5
1 241 5
1 245 9
1 254 8
1 268 7
1 297 2
1 306 6
1 316 7
1 334 7
1 335 7
1 344 10
1 356 8
1 363 6
1 385 6
1 401 7
1 402 10
1 406 8
1 416 3
1 443 9
1 459 10
1 472 4
1 475 5
1 511 3
1 514 3
1 527 2
1 529 5
1 535 1
1 536 3
1 537 5
1 538 8
1 540 6
1 552 7
1 563 6
1 572 4
1 597 3
1 609 10
1 613 1
1 619 8
1 638 5
1 644 8
1 660 8
1 691 1
1 701 6
1 707 5
1 716 10
1 722 7
1 737 5
1 752 1
1 755 3
1 757 4
1 759 8
1 783 6
1 792 5
1 797 2
1 811 8
1 828 2
1 830 5
1 836 9
1 842 6
1 845 10
1 847 7
1 851 6
1 858 3
1 874 1
1 877 3
1 879 10
1 881 7
1 887 2
1 889 9
1 913 1
1 926 4
1 927 2
1 932 2
1 934 5
1 939 4
1 940 7
1 973 1
1 985 4
1 986 7
1 987 6
1 1004 5
1 1005 6
1 1007 5
1 1008 10
1 1011 8
1 1015 8
1 1017 3
1 1028 9
1 1030 6
1 1035 8
1 1042 8
1 1044 4
1 1051 4
1 1061 3
1 1062 5
1 1064 4
1 1072 3
1 1086 9
1 1093 7
2 4 4
2 19 1
2 28 9
2 45 9
2 54 7
2 55 4
2 57 1
2 66 10
2 74 5
2 83 8
2 91 1
2 99 7
2 111 3
2 121 4
2 125 7
2 126 4
2 129 8
2 208 6
2 222 5
2 257 3
2 259 6
2 260 9
2 264 5
2 323 5
2 326 6
2 334 1
2 353 7
2 363 2
2 370 1
2 375 6
2 385 3
2 388 7
2 390 4
2 405 5
2 407 10
2 409 2
2 423 8
2 444 5
2 449 7
2 452 9
2 457 3
2 491 9
2 498 7
2 500 1
2 516 1
2 528 6
2 544 3
2 551 5
2 552 5
2 562 10
2 563 6
2 580 2
2 583 9
2 605 5
2 617 8
2 622 4
2 635 9
2 648 10
2 654 5
2 657 1
2 669 7
2 688 9
2 689 8
2 701 5
2 703 10
2 718 6
2 720 8
2 724 9
2 728 4
2 732 1
2 745 8
2 768 2
2 769 2
2 774 5
2 795 8
2 796 5
2 812 8
2 819 3
2 832 2
2 833 10
2 834 2
2 873 1
2 895 7
2 898 7
2 901 10
2 925 10
2 947 6
2 955 7
2 956 2
2 967 2
2 975 8
2 980 1
2 989 9
2 1003 3
2 1010 9
2 1021 4
2 1025 4
2 1031 6
2 1062 9
2 1066 3
2 1074 6
2 1077 10
2 1090 1
3 6 6
3 18 1
3 48 10
3 69 3
3 72 10
3 75 1
3 86 5
3 88 9
3 91 1
3 93 4
3 94 5
3 129 6
3 131 9
3 132 4
3 138 4
3 148 3
3 159 9
3 161 1
3 165 1
3 167 1
3 184 4
3 189 3
3 196 5
3 209 6
3 224 7
3 244 10
3 245 4
3 247 5
3 252 8
3 256 5
3 264 1
3 275 1
3 280 8
3 293 3
3 318 2
3 364 10
3 383 10
3 390 5
3 398 3
3 399 6
3 428 2
3 430 3
3 431 4
3 432 9
3 441 7
3 452 6
3 456 4
3 466 1
3 468 2
3 480 1
3 523 9
3 527 7
3 535 6
3 544 8
3 548 7
3 573 1
3 589 7
3 599 5
3 603 3
3 620 4
3 629 9
3 631 3
3 642 3
3 649 8
3 657 2
3 666 5
3 677 9
3 683 3
3 694 2
3 739 7
3 747 8
3 755 4
3 766 7
3 767 5
3 786 3
3 793 6
3 810 10
3 820 9
3 822 4
3 829 9
3 853 7
3 860 7
3 861 7
3 882 1
3 883 2
3 886 5
3 897 1
3 900 4
3 913 6
3 918 7
3 919 2
3 930 10
3 932 3
3 945 9
3 947 9
3 956 2
3 968 4
3 975 9
3 982 9
3 984 2
3 990 3
3 1005 8
3 1016 3
3 1020 5
3 1024 1
3 1027 3
3 1048 2
3 1050 9
3 1053 5
3 1059 10
3 1069 10
3 1075 6
3 1077 8
4 13 3
4 22 5
4 24 4
4 36 5
4 39 10
4 44 1
4 65 6
4 74 1
4 76 7
4 91 3
4 93 10
4 94 10
4 95 8
4 103 5
4 108 6
4 118 10
4 127 10
4 144 1
4 170 4
4 208 4
4 215 6
4 235 4
4 237 2
4 241 7
4 246 10
4 248 7
4 269 4
4 302 7
4 306 5
4 331 9
4 334 3
4 349 7
4 369 9
4 396 10
4 411 3
4 421 2
4 427 7
4 439 1
4 448 10
4 454 8
4 456 3
4 465 3
4 483 6
4 508 3
4 509 8
4 521 7
4 539 1
4 543 8
4 558 10
4 564 5
4 570 5
4 584 2
4 598 2
4 600 5
4 610 7
4 628 1
4 648 9
4 652 6
4 657 7
4 666 2
4 670 3
4 675 1
4 699 3
4 705 10
4 713 4
4 715 10
4 728 3
4 736 6
4 752 6
4 762 6
4 767 9
4 770 7
4 774 1
4 799 8
4 803 8
4 812 7
4 824 1
4 851 3
4 854 9
4 857 1
4 862 5
4 867 5
4 868 6
4 876 7
4 891 8
4 905 9
4 909 10
4 910 4
4 928 6
4 933 4
4 941 5
4 944 5
4 945 2
4 959 5
4 973 9
4 978 2
4 991 6
4 1012 8
4 1019 6
4 1024 7
4 1047 3
4 1093 10
5 6 3
5 23 6
5 49 9
5 60 7
5 86 10
5 97 3
5 124 4
5 125 7
5 128 3
5 131 7
5 166 4
5 167 7
5 169 3
5 204 10
5 210 3
5 213 6
5 235 8
5 253 2
5 254 5
5 281 5
5 282 8
5 289 8
5 290 1
5 313 3
5 315 8
5 328 6
5 349 8
5 350 8
5 358 1
5 373 9
5 375 8
5 380 8
5 385 9
5 422 1
5 428 6
5 430 2
5 464 2
5 473 2
5 486 2
5 501 9
5 509 1
5 512 6
5 523 3
5 524 9
5 526 10
5 546 6
5 549 1
5 556 2
5 588 9
5 605 7
5 610 4
5 619 5
5 628 6
5 632 9
5 640 3
5 662 8
5 683 2
5 684 8
5 697 1
5 699 2
5 715 9
5 721 10
5 725 3
5 739 4
5 750 8
5 826 7
5 834 5
5 835 2
5 849 8
5 851 6
5 885 8
5 887 9
5 895 1
5 902 2
5 905 7
5 924 3
5 939 2
5 951 3
5 984 7
5 999 9
5 1017 9
